Model,Prediction_Mode,Input_Window_Size,Target_Features,Total_Predictions,Slope_RMSE,Slope_MAE,Duration_RMSE,Duration_MAE,Slope_MAPE,Duration_MAPE
GraphWaveNet,TREND,60,"slope_angle, duration",17472,121.37693500646036,84.75166320800781,0.3680110583108062,0.18973784148693085,2040.8851,12.567038
