Date,StockID,Horizon_Step,Actual_Price,Predicted_Price
2022-10-20,ABG.JO,1,19022.75940419688,16460.78254294031
2022-10-20,AGL.JO,1,52860.04938796617,39541.29417901139
2022-10-20,AMS.JO,1,140627.8488029376,118422.14586807408
2022-10-20,APN.JO,1,14644.406772632425,10242.063052336278
2022-10-20,BTI.JO,1,68003.41092680497,61732.838017271184
2022-10-20,BVT.JO,1,20564.359479873398,19029.361653402266
2022-10-20,CLS.JO,1,29171.205612557864,23949.15922804362
2022-10-20,CPI.JO,1,182553.36696287052,136527.02127218098
2022-10-20,DSY.JO,1,11366.277560152803,9815.75449628342
2022-10-20,EXX.JO,1,20455.952407593406,17580.62829790304
2022-10-20,FSR.JO,1,6210.088222838923,5842.027431320302
2022-10-20,GFI.JO,1,13948.37266300615,14080.995705337038
2022-10-20,GLN.JO,1,9897.516188134927,7503.036065111444
2022-10-20,GRT.JO,1,1331.9476836502533,1787.557251832915
2022-10-20,HAR.JO,1,4738.479967309951,5092.152280070208
2022-10-20,IMP.JO,1,17150.6730743791,15453.352408048071
2022-10-20,INL.JO,1,8345.3936947058,7111.611177702175
2022-10-20,INP.JO,1,8457.397107899671,6643.6716353853935
2022-10-20,KIO.JO,1,37733.56006957875,35972.67668368145
2022-10-20,MNP.JO,1,32786.23378168598,28899.188873860174
2022-10-20,MRP.JO,1,17854.813667433085,15862.016971924853
2022-10-20,MTN.JO,1,12356.411332313364,10096.724481869529
2022-10-20,NED.JO,1,20755.69523753359,17941.46292936428
2022-10-20,NPN.JO,1,210833.0233957244,230663.387925507
2022-10-20,NRP.JO,1,8695.770024086642,7026.078059571694
2022-10-20,REM.JO,1,13612.919936467822,12328.10500705957
2022-10-20,RLO.JO,1,4576.6213742828595,3921.098338096575
2022-10-20,SBK.JO,1,16348.792012807555,15134.120107353974
2022-10-20,SHP.JO,1,22483.60069271791,22185.07196109049
2022-10-20,SLM.JO,1,5147.976031534844,4941.733765041078
2022-10-20,SOL.JO,1,29372.5020129669,34618.18462433532
2022-10-20,VOD.JO,1,12324.798418888517,11446.230025798895
2022-10-21,ABG.JO,1,18970.366300396057,16687.79241641938
2022-10-21,AGL.JO,1,53914.07804090955,39184.01734031189
2022-10-21,AMS.JO,1,139898.32936425277,118077.93354644136
2022-10-21,APN.JO,1,14655.403035493619,10113.062213542311
2022-10-21,BTI.JO,1,67156.06768697084,61875.82649863564
2022-10-21,BVT.JO,1,20562.358354671345,19090.839814182593
2022-10-21,CLS.JO,1,29214.180114176906,23853.07509246349
2022-10-21,CPI.JO,1,181125.23060549155,135841.22995152604
2022-10-21,DSY.JO,1,11244.643393460117,9873.080598129149
2022-10-21,EXX.JO,1,21388.006138557812,17536.10683961872
2022-10-21,FSR.JO,1,6154.171583469699,5894.104320062474
2022-10-21,GFI.JO,1,14292.752611284248,13932.239211576843
2022-10-21,GLN.JO,1,10066.512757509216,7463.442167525434
2022-10-21,GRT.JO,1,1310.0146434023768,1795.8726776505055
2022-10-21,HAR.JO,1,4795.795489377669,5014.909964792607
2022-10-21,IMP.JO,1,17349.593105679065,15302.276471692161
2022-10-21,INL.JO,1,8376.679787527606,7128.766868052302
2022-10-21,INP.JO,1,8524.982106936719,6635.943394437339
2022-10-21,KIO.JO,1,38581.511763374794,35980.11882227834
2022-10-21,MNP.JO,1,32727.567513116115,29076.087750173167
2022-10-21,MRP.JO,1,17304.383660889074,15975.48829569362
2022-10-21,MTN.JO,1,12154.60553612635,10052.84267202007
2022-10-21,NED.JO,1,20538.79810576356,18043.417315535546
2022-10-21,NPN.JO,1,208556.48790894257,227080.93260659336
2022-10-21,NRP.JO,1,8647.772980111791,7059.468081452153
2022-10-21,REM.JO,1,13455.329933386365,12341.367677975348
2022-10-21,RLO.JO,1,4541.672262901099,3984.8055993979387
2022-10-21,SBK.JO,1,16456.600118926068,15554.326225099925
2022-10-21,SHP.JO,1,22185.46185718915,22106.3962778781
2022-10-21,SLM.JO,1,5093.072082210788,4945.483933854262
2022-10-21,SOL.JO,1,28899.554132908106,33294.05980360379
2022-10-21,VOD.JO,1,12117.801223760802,11473.823251427839
2022-10-24,ABG.JO,1,19149.002700213103,16680.732835872255
2022-10-24,AGL.JO,1,54637.18543892046,39267.1446210992
2022-10-24,AMS.JO,1,141553.04602981143,116727.85375692665
2022-10-24,APN.JO,1,14841.998396481675,10016.213279116502
2022-10-24,BTI.JO,1,69701.4679757171,61695.432008332325
2022-10-24,BVT.JO,1,20701.2381971443,19096.945109089847
2022-10-24,CLS.JO,1,29847.45193869826,23943.083283600947
2022-10-24,CPI.JO,1,181081.60611069482,135741.0284866651
2022-10-24,DSY.JO,1,11267.303517067865,9815.773521763736
2022-10-24,EXX.JO,1,21925.496065601674,17602.059326324645
2022-10-24,FSR.JO,1,6190.783833223372,5895.548831214707
2022-10-24,GFI.JO,1,14520.56183190441,13907.297408013845
2022-10-24,GLN.JO,1,10305.84298063742,7472.857577576612
2022-10-24,GRT.JO,1,1313.3378459124494,1783.3368716328612
2022-10-24,HAR.JO,1,4883.100755252139,5015.518319657411
2022-10-24,IMP.JO,1,17657.467109539328,15189.760991338046
2022-10-24,INL.JO,1,8607.321456578438,7124.667058228976
2022-10-24,INP.JO,1,8775.011920489951,6644.708791582559
2022-10-24,KIO.JO,1,38460.799394606685,35922.624998893094
2022-10-24,MNP.JO,1,33792.36603811026,29097.23774255556
2022-10-24,MRP.JO,1,17428.92189208408,15600.943605205412
2022-10-24,MTN.JO,1,11617.457769140954,9883.757212659886
