,in_degree_centrality,out_degree_centrality,betweenness_centrality,eigenvector_centrality_or_pagerank,local_clustering_coeff,community_id
ABG.JO,0.03225806451612903,0.0967741935483871,0.19641577060931903,0.199658447865422,0.16666666666666666,0
AGL.JO,0.0967741935483871,0.03225806451612903,0.09587813620071685,0.19466508252647644,0.08333333333333333,1
AMS.JO,0.06451612903225806,0.06451612903225806,0.01971326164874552,0.06229902850221446,0.25,2
APN.JO,0.06451612903225806,0.12903225806451613,0.038530465949820784,0.08577803315962453,0.08333333333333333,3
BTI.JO,0.03225806451612903,0.06451612903225806,0.015913978494623657,0.036768926979698434,0.3333333333333333,0
BVT.JO,0.0,0.0967741935483871,0.0,1.1101276137587506e-16,0.16666666666666666,0
CLS.JO,0.0967741935483871,0.0967741935483871,0.09964157706093191,0.19406949928291956,0.03333333333333333,1
CPI.JO,0.03225806451612903,0.0967741935483871,0.005913978494623656,3.3303828412762505e-15,0.16666666666666666,0
DSY.JO,0.03225806451612903,0.03225806451612903,0.031720430107526884,0.05546284459684596,0.5,0
EXX.JO,0.0967741935483871,0.03225806451612903,0.037096774193548385,0.12790404359570076,0.08333333333333333,0
FSR.JO,0.06451612903225806,0.0967741935483871,0.050967741935483875,0.03181358247208497,0.0,1
GFI.JO,0.0,0.0967741935483871,0.0,1.1101276137587506e-16,0.16666666666666666,2
GLN.JO,0.0967741935483871,0.06451612903225806,0.07863799283154121,0.1743329933462773,0.05,4
GRT.JO,0.03225806451612903,0.0967741935483871,0.10096774193548387,0.036768926979698434,0.0,5
HAR.JO,0.0967741935483871,0.0967741935483871,0.23064516129032261,0.33133825196904915,0.1,1
IMP.JO,0.22580645161290322,0.12903225806451613,0.27430107526881725,0.2583657864615398,0.06363636363636363,0
INL.JO,0.03225806451612903,0.03225806451612903,0.001075268817204301,3.3303828412762505e-15,0.0,4
INP.JO,0.03225806451612903,0.06451612903225806,0.0,0.006913337719051975,0.3333333333333333,2
KIO.JO,0.03225806451612903,0.03225806451612903,0.004301075268817204,0.0841506144726911,0.0,4
MNP.JO,0.16129032258064516,0.03225806451612903,0.08655913978494624,0.182775799357857,0.03333333333333333,4
MRP.JO,0.06451612903225806,0.0967741935483871,0.07182795698924732,0.11203396484406615,0.2,3
MTN.JO,0.03225806451612903,0.0967741935483871,0.04139784946236559,0.015943503720450346,0.16666666666666666,5
NED.JO,0.03225806451612903,0.06451612903225806,0.026702508960573478,0.0366007955550809,0.0,1
NPN.JO,0.06451612903225806,0.03225806451612903,0.004731182795698925,0.050990906753548754,0.0,4
NRP.JO,0.3548387096774194,0.06451612903225806,0.3197132616487454,0.4604424905801952,0.0641025641025641,2
REM.JO,0.0,0.12903225806451613,0.0,1.1101276137587506e-16,0.08333333333333333,0
RLO.JO,0.03225806451612903,0.12903225806451613,0.08100358422939068,0.1436741757729278,0.1,2
SBK.JO,0.16129032258064516,0.06451612903225806,0.04154121863799283,0.2416444599591557,0.15,0
SHP.JO,0.16129032258064516,0.03225806451612903,0.17867383512544804,0.15878687435169375,0.03333333333333333,5
SLM.JO,0.06451612903225806,0.0967741935483871,0.18297491039426522,0.08479628721223886,0.05555555555555555,5
SOL.JO,0.12903225806451613,0.06451612903225806,0.11308243727598566,0.5053776742235699,0.08333333333333333,1
VOD.JO,0.03225806451612903,0.0967741935483871,0.09050179211469533,0.08440984380096167,0.16666666666666666,1
