,ABG.JO,AGL.JO,AMS.JO,APN.JO,BTI.JO,BVT.JO,CLS.JO,CPI.JO,DSY.JO,EXX.JO,FSR.JO,GFI.JO,GLN.JO,GRT.JO,HAR.JO,IMP.JO,INL.JO,INP.JO,KIO.JO,MNP.JO,MRP.JO,MTN.JO,NED.JO,NPN.JO,NRP.JO,REM.JO,RLO.JO,SBK.JO,SHP.JO,SLM.JO,SOL.JO,VOD.JO
ABG.JO,0.1361068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23490338,0.0,0.0,0.0,0.11805221,0.0,0.0,0.13678418,0.0,0.0,0.0,0.15404421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGL.JO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24556375,0.11357328,0.0,0.13032147,0.10072118,0.0,0.0,0.0,0.0,0.11273717,0.0,0.0,0.12770362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AMS.JO,0.0,0.0,0.0,0.0,0.13518162,0.0,0.0,0.0,0.10862901,0.0,0.0,0.0,0.0,0.0,0.0,0.21392913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11143903,0.0,0.0,0.0,0.0,0.2273183,0.0,0.0
APN.JO,0.18503869,0.0,0.0,0.11833144,0.0,0.0,0.11141992,0.16305082,0.15071149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12279727,0.18393524,0.0,0.0,0.10150081,0.0,0.0,0.13059254
BTI.JO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11080599,0.0,0.0,0.0,0.0,0.13326867,0.0,0.0,0.0,0.0,0.13598427,0.0,0.0,0.0,0.0,0.0,0.2008791,0.0,0.13680106,0.0,0.19324891
BVT.JO,0.0,0.0,0.0,0.12273849,0.0,0.0,0.0,0.11435226,0.0,0.0,0.1174135,0.0,0.0,0.0,0.0,0.0,0.0,0.12050552,0.0,0.0,0.15645161,0.0,0.0,0.0,0.0,0.104644984,0.0,0.0,0.0,0.0,0.0,0.0
CLS.JO,0.0,0.0,0.10080105,0.0,0.11189749,0.0,0.0,0.0,0.0,0.0,0.0,0.12711573,0.24464345,0.0,0.16544971,0.0,0.0,0.0,0.0,0.0,0.0,0.14442344,0.0,0.0,0.0,0.12011713,0.11728847,0.0,0.0,0.1910368,0.170713,0.0
CPI.JO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13067704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DSY.JO,0.0,0.0,0.0,0.0,0.0,0.0,0.1004784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14838278,0.0,0.0,0.16680591,0.0,0.18513054,0.0,0.11298156,0.23055577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EXX.JO,0.0,0.13420692,0.0,0.0,0.0,0.15840377,0.0,0.0,0.0,0.27831092,0.15288454,0.0,0.0,0.12859385,0.0,0.0,0.0,0.15276046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FSR.JO,0.14271504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12619121,0.0,0.0,0.0,0.124082305,0.25920427,0.0,0.24849816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18661304,0.16826876,0.17660241,0.0,0.0,0.0,0.0,0.0,0.0
GFI.JO,0.0,0.23092096,0.0,0.20392497,0.0,0.0,0.0,0.14732443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17204225,0.0,0.0,0.0,0.0,0.0,0.16270131,0.0
GLN.JO,0.0,0.1562769,0.0,0.0,0.0,0.17873652,0.0,0.0,0.0,0.0,0.0,0.0,0.10640492,0.15591414,0.0,0.0,0.0,0.112555005,0.0,0.0,0.0,0.14551716,0.0,0.1289688,0.0,0.0,0.0,0.1022763,0.0,0.18259709,0.0,0.0
GRT.JO,0.0,0.0,0.15024815,0.25005874,0.0,0.0,0.0,0.12778121,0.11317449,0.0,0.0,0.14511074,0.12827669,0.0,0.1626942,0.0,0.102683455,0.0,0.15241909,0.0,0.13247369,0.0,0.13301505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
