,ABG.JO,AGL.JO,AMS.JO,APN.JO,BTI.JO,BVT.JO,CLS.JO,CPI.JO,DSY.JO,EXX.JO,FSR.JO,GFI.JO,GLN.JO,GRT.JO,HAR.JO,IMP.JO,INL.JO,INP.JO,KIO.JO,MNP.JO,MRP.JO,MTN.JO,NED.JO,NPN.JO,NRP.JO,REM.JO,RLO.JO,SBK.JO,SHP.JO,SLM.JO,SOL.JO,VOD.JO
ABG.JO,-0.14994004,0.10915834,-0.07691278,0.088448204,-0.062657624,0.16443166,0.10307012,-0.01656007,0.101657026,0.09690088,-0.049750615,-0.20347643,0.0595391,-0.0038740833,0.017344683,-0.08480584,-0.10794672,-0.010742202,0.10284623,0.10906255,-0.25935772,0.044668257,0.18100022,0.1483726,-0.14319384,0.13240941,0.07686771,-0.1491621,0.0437028,0.2115082,-0.00073876977,0.074742146
AGL.JO,0.07556973,0.13021167,0.07129494,0.09510035,-0.019672602,0.13708292,0.06357194,-0.15023132,-0.06331755,-0.19836228,0.056407776,0.106182046,-0.13279085,-0.029340481,0.029523095,0.017733365,-0.062422205,-0.07067263,-0.041726183,0.13133624,0.077182926,-0.16416836,0.1713862,-0.049791306,-0.04414193,0.12918182,0.0960853,0.106927715,0.062212754,-0.078642525,-0.03924118,0.03701575
AMS.JO,-0.061979514,-0.13376477,0.0039212108,-0.0036860902,-0.016213164,-0.077862434,-0.041801292,-0.085787535,0.1485307,0.062933214,-0.056951117,-0.059041142,-0.04798642,-0.051325127,0.08900156,-0.15543829,-0.0009067853,0.069528736,0.17908,-0.017243654,0.04494367,0.052520882,0.13015059,-0.16483416,-0.01288564,-0.025457555,-0.10197515,-0.17571737,0.19219263,0.05376186,-0.066148154,-0.11892611
APN.JO,-0.012514289,-0.1868035,-0.071714,-0.08723858,0.13370946,-0.04394497,0.13062523,0.24582863,-0.20915496,-0.13149469,0.17505379,0.13505949,0.057551686,-0.026537905,0.15088718,-0.080147944,-0.08537972,-0.06604713,0.1611441,-0.013019969,0.032358337,0.0255829,-0.09141547,-0.025216958,0.030406559,-0.03738155,0.03298518,0.010708392,0.13629203,-0.0014612377,-0.13274111,-0.10407133
BTI.JO,-0.0643898,0.11820056,-0.047279786,-0.18030532,-0.11389544,-0.039768547,-0.034450907,0.14545366,0.095856495,0.050616402,-0.020252585,0.21478753,0.0646802,-0.14079654,0.048221618,-0.03548873,0.1752686,-0.0306003,-0.08299961,-0.0420488,-0.1780529,-0.041825254,0.026090631,0.13997635,-0.044051807,0.16904514,0.06411928,0.105104305,-0.055259507,-0.23851724,-0.05208401,-0.091727905
BVT.JO,0.018080989,0.03889523,-0.05050941,0.0860996,-0.12151954,-0.15922968,-0.06927464,0.08459892,-0.021851053,0.102588184,-0.11840416,-0.16646896,-0.10992807,0.17380132,-0.13866042,-0.23201482,-0.03163852,-0.020144492,-0.14765848,-0.058165934,-0.14779396,-0.034168888,-0.104108036,0.037591256,-0.16371766,0.09936517,-0.22240919,0.17440808,-0.03397867,-0.14521717,0.115658335,-0.13833232
CLS.JO,0.018889109,0.14776328,0.07069201,-0.20449376,0.033695176,0.16990303,-0.0376944,0.043024633,-0.037782535,-0.06747379,-0.086799264,-0.11932438,0.026742032,0.1734293,-0.061268855,0.18674083,-0.17650002,-0.036688607,0.048332024,0.078876354,0.066331275,0.1200521,0.04321177,-0.08981893,-0.09668233,-0.19299603,0.032825034,0.055657115,0.106009305,-0.07644192,0.07931242,-0.039735217
CPI.JO,-0.043805946,0.13724619,0.18725343,0.21857804,0.074232675,0.04379633,0.13721894,0.15371148,-0.0039943554,0.020042738,0.08913225,-0.0037404846,0.043801714,0.18295097,-0.08273751,-0.11150896,-0.042528916,-0.23571555,-0.1019257,0.16677006,-0.19759381,-0.1859877,-0.14431037,-0.057927135,-0.018902764,-0.004006455,-0.09028908,-0.11816015,-0.0989928,0.079775505,-0.004571855,-0.008087431
DSY.JO,0.039931983,0.06432289,0.095063984,-0.116838045,-0.039843783,0.012957367,-0.095614254,-0.03708094,-0.07043526,-0.12119792,0.19052191,0.044144157,0.16502433,-0.058845516,0.017630413,-0.18316318,0.2520454,0.007068321,-0.09774359,-0.19714808,-0.1314844,0.08649573,0.025041988,-0.08160136,0.18059756,0.10500576,-0.095740944,0.22711456,-0.14595932,-0.0048727593,-0.027996292,0.04929788
EXX.JO,0.025400346,-0.16342182,-0.090904675,0.07702548,0.024378857,0.0654761,0.22262406,0.11621654,-0.18847609,-0.088460594,-0.071966685,-0.17453693,-0.090438604,0.026162714,0.113515235,0.07133952,0.18735416,-0.11286801,0.08679482,0.13830106,-0.04148316,-0.04540813,0.09822289,0.099731535,-0.097934306,0.09845511,0.13907902,-0.08598635,-0.07712871,0.0017192066,-0.038179874,0.023177808
FSR.JO,-0.058265384,0.2466718,0.1172215,0.024709463,0.007700642,0.012228459,-0.003761356,-0.10517561,0.06728209,-0.15073942,-0.05245517,0.04103595,0.036805194,-0.07699158,0.02766022,-0.016089266,0.10065753,-0.125679,0.012849778,-0.06763261,-0.115605496,-0.07540878,0.07450282,0.053739805,0.080115624,-0.14500259,-0.15927893,0.012248407,-0.06785534,0.2655742,0.037336975,0.13711922
GFI.JO,-0.039015103,0.11347232,-0.042914122,0.074142344,-0.09823224,-0.036986794,0.08487242,0.019731035,0.1563796,0.094060786,0.107316144,0.094808854,-0.0713047,0.05921791,-0.095730424,0.05650674,-0.14633586,-0.17549288,-0.008521736,0.13642757,-0.06364409,0.14563103,0.051832646,0.051582392,-0.016578237,-0.09390214,0.1894273,0.04090674,-0.05609469,-0.0016460767,-0.0086045265,0.011905144
GLN.JO,-0.004487723,0.17909281,-0.08092015,0.17336614,-0.14266215,0.030540794,0.15027958,0.13489635,-0.14067848,0.035099987,0.03423341,0.13602568,-0.055889037,0.052882914,-0.11263717,-0.044564467,0.054526966,-0.0034423918,0.12433353,-0.11631008,-0.103758685,0.13884372,-0.13108654,-0.11910361,-0.07633173,-0.050055057,0.14964363,0.04037055,0.041200012,0.070829846,-0.052141186,0.17074744
GRT.JO,0.03408198,-0.03127413,-0.16753858,-0.072360955,-0.119802706,-0.013367812,0.114596985,-0.18194552,0.011631618,0.097172596,0.025108764,-0.05921499,0.09772489,0.12094062,0.17028804,-0.028658068,-0.13893645,0.045480233,0.112498336,0.11188427,-0.038768917,-0.048915308,-0.052571673,-0.08094134,0.09895644,-0.005027607,-0.05408029,-0.19269736,0.04896613,-0.08049548,0.045454998,-0.19486664
HAR.JO,-0.03241055,0.009638637,-0.13171296,-0.057308197,-0.06032902,0.07001499,-0.032624204,-0.06475214,0.09790193,0.056966335,-0.03609753,0.020501906,-0.14766763,-0.21071862,0.029425872,-0.03058055,-0.09683319,0.14491619,0.037752062,0.10848105,-0.013662696,-0.117775165,0.119721524,-0.057891544,-0.02513353,-0.026552087,-0.1889633,0.028596252,-0.0030673891,0.13232498,-0.037468,-0.020575583
IMP.JO,0.10320711,0.0068051517,-0.02841504,0.006026765,-0.1698039,0.038004886,0.07293561,0.16633213,0.106253006,0.07719151,-0.15244116,0.0008695821,0.24682969,-0.10312832,0.027590862,0.0710483,0.03661385,-0.13481112,0.032482762,-0.074969724,0.09497148,0.19844075,0.091035046,-0.11596042,0.013770263,-0.073872335,-0.07624968,-0.034852754,-0.14817092,-0.057947773,-0.02756902,-0.052861016
INL.JO,0.054881934,0.04623307,-0.096725635,0.058208775,-0.020561576,-0.0465146,0.035934966,-0.06780895,-0.18954746,0.07821024,-0.08464933,-0.033550072,0.044647843,-0.032462344,0.21800482,0.022556096,0.18856962,0.13375248,0.0056367614,-0.067191,-0.20147355,0.020312557,0.24012367,-0.04031774,-0.03444761,-0.1464148,-0.04802617,0.019323474,0.09690557,0.042176545,-0.20792496,-0.15283716
INP.JO,-0.017670175,-0.09634977,-0.0849264,-0.12409958,0.034425218,-0.10307729,-0.113393836,-0.13613303,-0.043059986,-0.08357332,-0.11645662,-0.07402586,-0.046968658,0.043560028,0.11361784,-0.061414625,0.106507175,-0.062779404,0.007898837,0.14823855,0.006089454,0.19666807,0.08148054,-0.14635275,0.06641298,-0.026604632,-0.1353816,0.031950016,-0.1405319,-0.04733935,0.001185005,-0.0851751
KIO.JO,0.084711015,0.006161342,0.14081277,0.22825412,-0.28475255,-0.033199072,-0.17932458,-0.099763274,-0.16547988,0.07367069,-0.115452886,0.022125602,0.062377125,-0.0067614317,-0.0029254754,0.1560634,0.04517107,0.038407907,0.10812899,-0.04431178,0.005661299,-0.119821906,-0.21864371,-0.002963106,0.09052992,0.18510342,-0.046455815,0.1623189,0.05060668,0.12047703,0.016628772,0.0916002
MNP.JO,0.103308626,-0.08873475,0.22549325,-0.1406292,-0.25427613,0.08538971,0.031076595,0.052895125,-0.05643185,-0.117418624,0.003316139,-0.04055659,0.017497877,0.22984475,0.00029068688,0.06477862,-0.046043426,-0.00050640106,0.011846687,-0.13511305,-0.13540907,0.0074606636,-0.08028405,-0.1625456,-0.015544012,0.01028799,-0.13996941,0.016411623,-0.16206926,0.06410665,-0.006056994,0.05386659
MRP.JO,0.08196015,0.100244336,-0.19748823,-0.11490116,0.07401628,-0.0022863348,0.11030353,0.017350635,-0.1534196,0.102990426,-0.1909103,-0.058408488,0.044297855,0.09496179,0.06743705,0.14581901,0.18440287,-0.06479461,-0.12469628,-0.0574827,-0.013284708,-0.21002631,-0.086360306,-0.016836872,0.025108406,-0.0030581653,0.15056467,0.097035885,0.016676664,-0.029625213,0.08307288,-0.11958957
MTN.JO,0.24641049,0.0781408,0.08533538,0.14805357,-0.025305158,-0.19545393,-0.12593819,0.23303604,-0.11083845,-0.110933624,-0.029948628,-0.01612548,0.028724512,-0.063867174,0.17210121,-0.04447032,0.058801327,-0.21000619,-0.06993107,-0.23615807,-0.06121911,0.03219597,0.013347994,0.25182307,0.034516647,-0.08867544,0.0887521,0.1153304,0.03770258,0.08599386,0.093045406,-0.04250108
NED.JO,0.16023432,-0.083764456,0.18827502,0.25377786,-0.054913674,0.07231607,-0.0029744506,0.052963823,-0.07614121,-0.11849952,0.035281066,-0.041426554,-0.2231601,-0.006368682,-0.10721278,0.21883897,-0.11201808,0.017532855,-0.067677885,0.01963078,0.1079815,0.14369379,0.09201914,0.06466148,0.11212895,-0.046646416,0.008793865,-0.15530778,-0.023030886,0.029025087,0.03580169,-0.0102659315
NPN.JO,-0.12237994,0.013211717,-0.024813473,0.2034169,-0.0933604,-0.0040714093,-0.17837475,-0.08835385,0.12348517,-0.14398342,0.105260976,-0.009811853,-0.09862218,0.122215815,0.035080057,0.21339361,0.07146623,0.051045153,0.22465837,-0.11567658,0.14358161,0.11733242,-0.060884725,0.16733558,0.1865464,-0.026491007,-0.17746909,0.012359072,0.038440213,-0.13889979,0.09020754,-0.05713469
NRP.JO,-0.13054664,-0.14800148,0.16570796,0.17763044,0.04074651,-0.14240433,0.22838378,0.07597885,-0.040982585,-0.07488453,0.008881211,0.0035717885,-0.02419743,-0.14572684,-0.11119736,-0.18218906,-0.23794472,-0.018071428,0.06261634,0.16446419,0.000114013754,-0.0019097179,-0.06785547,0.11945572,-0.15786362,-0.010671754,-0.16269195,0.08155406,-0.06222853,0.00919057,0.072656415,0.0020337205
REM.JO,0.11138361,0.07882494,0.13971587,-0.10561506,0.0680908,-0.11244947,-0.21795885,-0.17862897,-0.05009052,-0.0730753,-0.075056076,0.073281564,0.083338596,-0.14508744,0.032728363,0.123693556,0.0008219282,-0.10797628,-0.122861214,0.04992686,-0.088169046,0.056450773,-0.1345204,-0.10129506,0.029159008,-0.118608594,-0.078486435,-0.108294465,0.16850466,-0.08944535,0.10581962,0.03957695
