Date,Value
31/08/2020,7831.1307
28/08/2020,8098.8965
27/08/2020,8239.2201
26/08/2020,8434.9127
25/08/2020,8472.4254
24/08/2020,8213.0635
21/08/2020,7952.4463
20/08/2020,7780.7211
19/08/2020,7827.8975
18/08/2020,7742.7829
17/08/2020,7653.8713
14/08/2020,7641.3602
13/08/2020,7583.7724
12/8/2020,7882.3808
11/8/2020,7839.1618
7/8/2020,7681.027
6/8/2020,7662.0064
5/8/2020,7806.4361
4/8/2020,7747.5336
3/8/2020,7712.2016
31/07/2020,8016.5165
30/07/2020,8313.5352
29/07/2020,8631.7769
28/07/2020,8476.7601
27/07/2020,8385.6483
24/07/2020,8527.0819
23/07/2020,8730.4648
22/07/2020,8983.5725
21/07/2020,9195.7243
20/07/2020,9082.6259
17/07/2020,9032.2593
16/07/2020,9069.8928
15/07/2020,8916.2162
14/07/2020,8748.5042
13/07/2020,8840.9507
10/7/2020,8461.4808
9/7/2020,8356.4065
8/7/2020,8363.7817
7/7/2020,8147.6469
6/7/2020,8450.1207
3/7/2020,8404.8476
2/7/2020,8497.8133
1/7/2020,8378.0035
30/06/2020,8677.6024
29/06/2020,8716.685
26/06/2020,8774.8077
25/06/2020,8846.6033
24/06/2020,8991.2815
23/06/2020,9208.262
22/06/2020,9199.502
19/06/2020,9513.6763
18/06/2020,9468.6664
17/06/2020,9620.0076
15/06/2020,9371.4276
12/6/2020,9532.7517
11/6/2020,9521.1982
10/6/2020,9738.5856
9/6/2020,9860.6638
8/6/2020,9985.9741
5/6/2020,10070.8521
4/6/2020,9526.4005
3/6/2020,9300.2211
2/6/2020,8432.6205
1/6/2020,7974.9999
29/05/2020,8137.6098
28/05/2020,8345.7041
27/05/2020,8246.1429
26/05/2020,8012.5778
25/05/2020,7813.0183
22/05/2020,7677.2251
21/05/2020,7844.1463
20/05/2020,7589.7188
19/05/2020,7899.5772
18/05/2020,7750.1677
15/05/2020,7718.6477
14/05/2020,7537.3783
13/05/2020,7814.0825
12/5/2020,8105.3764
11/5/2020,8192.5569
8/5/2020,8453.7005
7/5/2020,8402.5186
6/5/2020,8487.6272
5/5/2020,8668.5081
4/5/2020,8464.5448
30/04/2020,9041.4245
29/04/2020,8565.9004
28/04/2020,8348.907
24/04/2020,8002.7631
23/04/2020,8043.2971
22/04/2020,8201.3398
21/04/2020,7917.0256
20/04/2020,8181.6141
17/04/2020,8437.9594
16/04/2020,8211.4607
15/04/2020,8733.5676
14/04/2020,9578.2875
9/4/2020,9187.0038
8/4/2020,8713.3851
7/4/2020,8882.1314
6/4/2020,7843.77
3/4/2020,7352.4485
2/4/2020,7742.4191
1/4/2020,7665.3698
31/03/2020,7081.1939
30/03/2020,6573.9762
27/03/2020,7450.3629
26/03/2020,7895.868
25/03/2020,8035.7689
24/03/2020,7656.2625
23/03/2020,7556.8919
20/03/2020,8429.8838
19/03/2020,8437.206
18/03/2020,9722.5793
17/03/2020,10738.3022
16/03/2020,10720.6653
13/03/2020,11892.4104
12/3/2020,11862.1826
11/3/2020,12289.1277
10/3/2020,12087.5052
9/3/2020,11978.7081
6/3/2020,12612.2754
5/3/2020,13354.8224
4/3/2020,13527.4882
3/3/2020,13441.7602
2/3/2020,13379.9419
28/02/2020,13288.4716
27/02/2020,13859.3594
26/02/2020,13909.6487
25/02/2020,13386.5488
24/02/2020,13557.716
21/02/2020,13983.2785
20/02/2020,14459.2232
19/02/2020,14709.7193
18/02/2020,14616.7755
17/02/2020,14720.3814
14/02/2020,14684.6559
13/02/2020,14841.0725
12/2/2020,14831.9744
11/2/2020,14635.3802
10/2/2020,14536.9853
7/2/2020,14590.6929
6/2/2020,14762.997
5/2/2020,14417.7976
4/2/2020,14101.3675
3/2/2020,13772.1198
31/01/2020,13795.8464
30/01/2020,13905.1529
29/01/2020,13939.5366
28/01/2020,13783.7299
27/01/2020,13705.1697
24/01/2020,14024.4191
23/01/2020,14020.4997
22/01/2020,14040.4221
21/01/2020,13952.87
20/01/2020,13932.3153
17/01/2020,14036.5065
16/01/2020,14334.5698
15/01/2020,14379.7962
14/01/2020,14238.4645
13/01/2020,14141.0401
10/1/2020,14363.3191
9/1/2020,14441.6873
8/1/2020,14090.0275
7/1/2020,14324.8012
6/1/2020,14565.9909
3/1/2020,14878.3819
2/1/2020,15104.4109
31/12/2019,14944.5964
30/12/2019,15107.3011
27/12/2019,14932.8032
24/12/2019,14861.9569
23/12/2019,14862.2814
20/12/2019,14989.6615
19/12/2019,15155.8705
18/12/2019,15314.7549
17/12/2019,15175.5217
13/12/2019,15120.397
12/12/2019,14603.6134
11/12/2019,14643.3819
10/12/2019,14428.2961
9/12/2019,14662.7213
6/12/2019,14731.2921
5/12/2019,14527.6847
4/12/2019,14697.6395
3/12/2019,14548.8967
2/12/2019,14604.6691
29/11/2019,14749.0147
28/11/2019,14798.2349
27/11/2019,15094.6697
26/11/2019,15011.7952
25/11/2019,15641.3968
22/11/2019,15962.1133
21/11/2019,15950.8753
20/11/2019,16359.4804
19/11/2019,16260.6224
18/11/2019,16103.3513
15/11/2019,16258.2024
14/11/2019,16158.6998
13/11/2019,16030.996
12/11/2019,16224.1624
11/11/2019,16084.2245
8/11/2019,16253.0893
7/11/2019,16374.4908
6/11/2019,16142.6248
5/11/2019,16029.4369
4/11/2019,15780.8733
1/11/2019,15458.8641
31/10/2019,15601.2546
30/10/2019,15632.8746
29/10/2019,16093.0097
28/10/2019,16124.8855
25/10/2019,15925.5952
24/10/2019,16185.5277
23/10/2019,16215.3006
22/10/2019,16318.8069
21/10/2019,15994.9949
18/10/2019,15897.7033
17/10/2019,16008.5787
16/10/2019,15868.9572
15/10/2019,15835.4744
14/10/2019,15729.0251
11/10/2019,15928.2057
10/10/2019,15362.7596
9/10/2019,15045.5034
8/10/2019,14986.2558
7/10/2019,15116.277
4/10/2019,15208.7392
3/10/2019,15154.8621
2/10/2019,15294.2657
1/10/2019,15462.7003
30/09/2019,15409.8704
27/09/2019,15868.5001
26/09/2019,16022.2355
25/09/2019,15750.5736
23/09/2019,16109.1811
20/09/2019,16383.1982
19/09/2019,16549.3425
18/09/2019,16800.9598
17/09/2019,16745.6831
16/09/2019,17015.6247
13/09/2019,16569.315
12/9/2019,16181.5673
11/9/2019,15820.3625
10/9/2019,16040.4271
9/9/2019,16092.9402
6/9/2019,15979.8967
5/9/2019,15678.8085
4/9/2019,15364.2221
3/9/2019,15371.9137
2/9/2019,15253.2151
30/08/2019,15203.9644
29/08/2019,14890.3438
28/08/2019,14954.3447
27/08/2019,14793.4701
26/08/2019,15018.2836
23/08/2019,15089.7469
22/08/2019,15239.9406
21/08/2019,15264.4753
20/08/2019,14894.6257
19/08/2019,14901.213
16/08/2019,14974.2456
15/08/2019,14823.502
14/08/2019,14632.5611
13/08/2019,14896.2812
12/8/2019,14903.3058
8/8/2019,15116.7937
7/8/2019,15102.4383
6/8/2019,15409.2834
5/8/2019,15378.9202
2/8/2019,15607.2266
1/8/2019,15781.1448
31/07/2019,16098.5905
30/07/2019,16224.0249
29/07/2019,16412.166
26/07/2019,16442.923
25/07/2019,16783.02
24/07/2019,16909.9665
23/07/2019,16979.5985
22/07/2019,16908.148
19/07/2019,17228.2527
18/07/2019,17078.7101
17/07/2019,16999.231
16/07/2019,17014.6825
15/07/2019,16882.7062
12/7/2019,17093.4551
11/7/2019,17057.0737
10/7/2019,16820.1196
9/7/2019,16673.6094
8/7/2019,16932.9846
5/7/2019,16882.4399
4/7/2019,17019.6238
3/7/2019,17042.6621
2/7/2019,17156.9513
1/7/2019,17662.6073
28/06/2019,17607.0149
27/06/2019,17765.9163
26/06/2019,17878.2232
25/06/2019,17714.6554
24/06/2019,17917.0931
21/06/2019,18063.1703
20/06/2019,18085.7997
19/06/2019,17831.791
18/06/2019,17482.1666
14/06/2019,17240.2818
13/06/2019,17436.1336
12/6/2019,17384.9944
11/6/2019,17427.7732
10/6/2019,17255.3877
7/6/2019,16664.7109
6/6/2019,16600.026
5/6/2019,16636.2376
4/6/2019,16796.0344
3/6/2019,17132.2815
31/05/2019,16669.4055
30/05/2019,16733.6281
29/05/2019,16102.0837
28/05/2019,15832.4202
27/05/2019,16146.6359
24/05/2019,16232.2314
23/05/2019,16340.7887
22/05/2019,16615.4487
21/05/2019,16579.9423
20/05/2019,16853.3482
17/05/2019,16678.8557
16/05/2019,16941.8787
15/05/2019,16768.9122
14/05/2019,17015.152
13/05/2019,16898.1319
10/5/2019,16754.5235
9/5/2019,16349.2076
7/5/2019,16848.0139
6/5/2019,16884.4703
3/5/2019,17137.1156
2/5/2019,16809.2011
30/04/2019,16336.7545
29/04/2019,16100.0019
26/04/2019,16015.1344
25/04/2019,15875.1551
24/04/2019,16089.6809
23/04/2019,16312.7061
18/04/2019,16440.0508
17/04/2019,16252.27
16/04/2019,16115.1903
15/04/2019,16273.0712
12/4/2019,15917.4217
11/4/2019,15918.9535
10/4/2019,16108.1253
9/4/2019,16373.0892
8/4/2019,16389.8642
5/4/2019,16580.1344
4/4/2019,16381.2458
3/4/2019,16293.7588
2/4/2019,15749.0411
1/4/2019,15766.4386
29/03/2019,15183.019
28/03/2019,15166.1997
27/03/2019,15198.7544
26/03/2019,15050.1528
25/03/2019,15069.9101
22/03/2019,15331.6659
20/03/2019,15668.4768
19/03/2019,16271.2812
18/03/2019,16669.4595
15/03/2019,16509.3774
14/03/2019,16101.9965
13/03/2019,16096.1308
12/3/2019,16646.4409
11/3/2019,16849.3995
8/3/2019,17268.9217
7/3/2019,17297.1722
6/3/2019,17386.2521
5/3/2019,17468.3032
4/3/2019,17638.8804
1/3/2019,17881.386
28/02/2019,18040.0099
27/02/2019,18203.3283
26/02/2019,18183.1172
25/02/2019,17959.8058
22/02/2019,17739.2264
21/02/2019,17552.3768
20/02/2019,17121.7037
19/02/2019,17045.0564
18/02/2019,17378.101
15/02/2019,17363.6763
14/02/2019,17913.9686
13/02/2019,18052.0418
12/2/2019,17767.2455
11/2/2019,17490.8238
8/2/2019,17549.613
7/2/2019,17552.746
6/2/2019,17708.9129
5/2/2019,17531.9354
4/2/2019,17790.2981
1/2/2019,18255.2918
31/01/2019,18505.0471
30/01/2019,18519.3749
29/01/2019,18189.2028
28/01/2019,17810.7515
25/01/2019,17846.9743
24/01/2019,17503.5386
23/01/2019,17370.6386
22/01/2019,17458.9778
21/01/2019,17464.8323
18/01/2019,17379.476
17/01/2019,17396.6099
16/01/2019,17340.2156
15/01/2019,17032.3878
14/01/2019,16922.649
11/1/2019,16953.0492
10/1/2019,16689.0615
9/1/2019,16422.3189
8/1/2019,16414.3072
7/1/2019,16284.9555
4/1/2019,15992.7506
3/1/2019,15880.9099
2/1/2019,15792.0412
31/12/2018,16143.1645
28/12/2018,15896.7487
27/12/2018,15697.4202
24/12/2018,15549.0162
21/12/2018,15505.7529
20/12/2018,15670.3376
19/12/2018,15788.5775
18/12/2018,15338.355
14/12/2018,15740.7224
13/12/2018,15933.1563
12/12/2018,15597.6185
11/12/2018,15321.8241
10/12/2018,15055.935
7/12/2018,15483.4636
6/12/2018,15367.7312
5/12/2018,15943.3486
4/12/2018,15938.4856
3/12/2018,15777.2737
30/11/2018,15389.7635
29/11/2018,15943.7014
28/11/2018,15791.8363
27/11/2018,15649.0384
26/11/2018,15603.8609
23/11/2018,15234.9642
22/11/2018,15389.1372
21/11/2018,15348.4504
20/11/2018,15553.7288
19/11/2018,15835.0895
16/11/2018,15680.7775
15/11/2018,15552.411
14/11/2018,15515.5899
13/11/2018,15681.8962
12/11/2018,15630.9236
9/11/2018,15738.5542
8/11/2018,16135.7016
7/11/2018,16250.9091
6/11/2018,15783.3474
5/11/2018,16098.2581
2/11/2018,15888.7077
1/11/2018,15086.5195
31/10/2018,15069.1697
30/10/2018,15258.2958
29/10/2018,15083.1201
26/10/2018,14472.0647
25/10/2018,14527.5755
24/10/2018,14393.5821
23/10/2018,13952.0315
22/10/2018,14488.5037
19/10/2018,14581.3111
18/10/2018,14475.9754
17/10/2018,14777.2671
16/10/2018,14692.2762
15/10/2018,14660.6297
12/10/2018,14867.9174
11/10/2018,14363.337
10/10/2018,14804.9086
9/10/2018,14657.2392
8/10/2018,14538.8605
5/10/2018,14523.886
4/10/2018,14593.889
3/10/2018,14941.522
2/10/2018,15041.1715
1/10/2018,15363.7125
28/09/2018,15164.7485
27/09/2018,15470.3166
26/09/2018,15464.617
25/09/2018,15275.563
21/09/2018,15449.0816
20/09/2018,15157.1509
19/09/2018,15044.4238
18/09/2018,14677.1563
17/09/2018,14635.7995
14/09/2018,15005.9839
13/09/2018,14889.4081
12/9/2018,14988.1581
11/9/2018,15400.2342
10/9/2018,15535.6003
7/9/2018,15697.1117
6/9/2018,15807.4595
5/9/2018,15380.9741
4/9/2018,15890.098
3/9/2018,16480.2894
31/08/2018,16313.2917
30/08/2018,16459.5348
29/08/2018,16584.0272
28/08/2018,16779.2827
27/08/2018,16459.8338
24/08/2018,16062.2537
23/08/2018,15930.4489
22/08/2018,15966.8793
21/08/2018,15901.3552
20/08/2018,15949.7506
17/08/2018,15923.7484
16/08/2018,16099.7459
15/08/2018,15835.4569
14/08/2018,16309.6255
13/08/2018,16019.1204
10/8/2018,16310.9311
8/8/2018,16738.401
7/8/2018,16599.047
6/8/2018,16643.5682
3/8/2018,16984.3425
2/8/2018,16783.0709
1/8/2018,16886.0874
31/07/2018,17087.2378
30/07/2018,16843.4781
27/07/2018,16712.9445
26/07/2018,16679.0653
25/07/2018,16446.9634
24/07/2018,16245.6723
23/07/2018,15918.0665
20/07/2018,15870.3395
19/07/2018,15784.2317
18/07/2018,15867.4481
17/07/2018,15702.8285
16/07/2018,15763.3817
13/07/2018,15918.5907
12/7/2018,15892.58
11/7/2018,16210.2174
10/7/2018,16625.7789
9/7/2018,16691.9098
6/7/2018,16375.5465
5/7/2018,16668.6428
4/7/2018,16531.0405
3/7/2018,16157.2349
2/7/2018,15854.1588
29/06/2018,15851.9391
28/06/2018,15235.9271
27/06/2018,15357.9867
26/06/2018,15978.6773
25/06/2018,15990.5951
22/06/2018,16242.3765
21/06/2018,16114.0446
20/06/2018,15904.9033
19/06/2018,15492.8192
18/06/2018,15821.3226
15/06/2018,16235.7591
14/06/2018,16594.4362
13/06/2018,16180.4812
12/6/2018,16131.0806
11/6/2018,16209.4408
8/6/2018,16108.4036
7/6/2018,16403.3584
6/6/2018,16397.4254
5/6/2018,16354.9517
4/6/2018,16884.8733
1/6/2018,16567.1945
31/05/2018,16247.8794
30/05/2018,16233.8171
29/05/2018,16275.7114
28/05/2018,16323.6337
25/05/2018,16133.1117
24/05/2018,16030.3099
23/05/2018,16133.8836
22/05/2018,16323.0489
21/05/2018,16382.7933
18/05/2018,16809.7102
17/05/2018,17213.5044
16/05/2018,17517.5937
15/05/2018,17555.94
14/05/2018,17999.4558
11/5/2018,17938.2353
10/5/2018,18041.5364
9/5/2018,17746.8721
8/5/2018,17749.201
7/5/2018,18061.177
4/5/2018,17944.3949
3/5/2018,18118.793
2/5/2018,18292.1827
30/04/2018,18070.6709
26/04/2018,17465.9883
25/04/2018,17095.4506
24/04/2018,17442.3446
23/04/2018,17437.7438
20/04/2018,18011.273
19/04/2018,18183.6612
18/04/2018,17962.8965
17/04/2018,17705.827
16/04/2018,17737.9283
13/04/2018,17697.9625
12/4/2018,17758.8115
11/4/2018,17780.2504
10/4/2018,18343.197
9/4/2018,18534.02
6/4/2018,18523.5203
5/4/2018,18483.6286
4/4/2018,17958.1981
3/4/2018,18726.2052
29/03/2018,18932.3978
28/03/2018,18829.2457
27/03/2018,19612.262
26/03/2018,19491.288
23/03/2018,19408.3163
22/03/2018,19734.5567
20/03/2018,19957.2781
19/03/2018,19871.6141
16/03/2018,19962.5784
15/03/2018,20100.7496
14/03/2018,20014.5859
13/03/2018,20381.6289
12/3/2018,20628.4426
9/3/2018,20547.8193
8/3/2018,20752.0406
7/3/2018,20482.4647
6/3/2018,20699.1406
5/3/2018,20407.4845
2/3/2018,19918.2639
1/3/2018,19911.9647
28/02/2018,19908.5729
27/02/2018,20375.1822
26/02/2018,20508.2427
23/02/2018,20193.8704
22/02/2018,19737.9677
21/02/2018,19702.7563
20/02/2018,19865.0767
19/02/2018,20393.3475
16/02/2018,20741.8797
15/02/2018,20380.0636
14/02/2018,19025.5898
13/02/2018,19070.7341
12/2/2018,18583.8912
9/2/2018,18321.4512
8/2/2018,18342.6183
7/2/2018,18182.8041
6/2/2018,17592.6073
5/2/2018,17929.318
2/2/2018,18068.0036
1/2/2018,18171.4274
31/01/2018,17870.2122
30/01/2018,17131.0443
29/01/2018,17749.1399
26/01/2018,18431.6933
25/01/2018,18567.0683
24/01/2018,18780.0732
23/01/2018,18885.9776
22/01/2018,18240.9088
19/01/2018,18007.5419
18/01/2018,18124.5058
17/01/2018,17758.3625
16/01/2018,17590.8566
15/01/2018,17227.7277
12/1/2018,17223.6652
11/1/2018,17199.0254
10/1/2018,17478.3329
9/1/2018,17430.3736
8/1/2018,16959.9606
5/1/2018,16998.3963
4/1/2018,16971.9008
3/1/2018,17108.6701
2/1/2018,17939.1611
29/12/2017,18037.2288
28/12/2017,17718.1643
27/12/2017,17606.4147
22/12/2017,17291.0831
21/12/2017,17783.8172
20/12/2017,18782.4454
19/12/2017,18677.2921
18/12/2017,16900.7622
15/12/2017,15981.6133
14/12/2017,15740.893
13/12/2017,15110.4283
12/12/2017,15050.0756
11/12/2017,15146.8478
8/12/2017,15786.6948
7/12/2017,15911.571
6/12/2017,16130.493
5/12/2017,16113.6057
4/12/2017,15950.305
1/12/2017,16006.8183
30/11/2017,15846.3684
29/11/2017,15882.8581
28/11/2017,15775.4946
27/11/2017,15350.6229
24/11/2017,15171.9819
23/11/2017,15270.1721
22/11/2017,15236.2819
21/11/2017,14902.7926
20/11/2017,14795.5243
17/11/2017,14502.355
16/11/2017,14299.2681
15/11/2017,14274.5387
14/11/2017,14370.6173
13/11/2017,14320.9321
10/11/2017,14240.9343
9/11/2017,14317.1336
8/11/2017,14344.3173
7/11/2017,14324.9562
6/11/2017,14239.1013
3/11/2017,14175.61
2/11/2017,14143.94
1/11/2017,14048.01
31/10/2017,13947.9
30/10/2017,13954.46
27/10/2017,13728.42
26/10/2017,13729.37
25/10/2017,14144.69
24/10/2017,14290.57
23/10/2017,14336.27
20/10/2017,14307.09
19/10/2017,14689.57
18/10/2017,14612.02
17/10/2017,14669.58
16/10/2017,14827.43
13/10/2017,14718.85
12/10/2017,14652.4
11/10/2017,14562.94
10/10/2017,14262.62
9/10/2017,14305.26
6/10/2017,14222.25
5/10/2017,14147.63
4/10/2017,13848.13
3/10/2017,13785.2
2/10/2017,13809.93
29/09/2017,13842.04
28/09/2017,13664.41
27/09/2017,13598.48
26/09/2017,13696.81
22/09/2017,13940.94
21/09/2017,13903.33
20/09/2017,14028.29
19/09/2017,13797.58
18/09/2017,13895.17
15/09/2017,13625.11
14/09/2017,13836.99
13/09/2017,13953.74
12/9/2017,14075.04
11/9/2017,14160.43
8/9/2017,14221.08
7/9/2017,14141.24
6/9/2017,14191.17
5/9/2017,14996.1
4/9/2017,14821.19
1/9/2017,14800.56
31/08/2017,14814.51
30/08/2017,15060.72
29/08/2017,15140.38
28/08/2017,15313.36
25/08/2017,15327.69
24/08/2017,15267.02
23/08/2017,15068.49
22/08/2017,15038.46
21/08/2017,14988.98
18/08/2017,14787.57
17/08/2017,14906.21
16/08/2017,15020.05
15/08/2017,14887.89
14/08/2017,14903.69
11/8/2017,14765.97
10/8/2017,14914.56
8/8/2017,15009.86
7/8/2017,14867.88
4/8/2017,14701.3
3/8/2017,14483.6
2/8/2017,14250.96
1/8/2017,14288.02
31/07/2017,14452.25
28/07/2017,14474.09
27/07/2017,14784.34
26/07/2017,14709.53
25/07/2017,14666.76
24/07/2017,14754.02
21/07/2017,14765.6
20/07/2017,14857.67
19/07/2017,14615.3
18/07/2017,14533.15
17/07/2017,14565.48
14/07/2017,14475.51
13/07/2017,14465.07
12/7/2017,14235.79
11/7/2017,14037.18
10/7/2017,14048.6
7/7/2017,13938.17
6/7/2017,14290.69
5/7/2017,14328.44
4/7/2017,14506.75
3/7/2017,14303.77
30/06/2017,14297.56
29/06/2017,14455.86
28/06/2017,14521
27/06/2017,14665.92
26/06/2017,14574.82
23/06/2017,14333.72
22/06/2017,14155.97
21/06/2017,14268.92
20/06/2017,14416.25
19/06/2017,14609.53
15/06/2017,14731.22
14/06/2017,14863.86
13/06/2017,14857.73
12/6/2017,14808.93
9/6/2017,14659.1
8/6/2017,14570.61
7/6/2017,14601.3
6/6/2017,14823.76
5/6/2017,15189.99
2/6/2017,14740.18
1/6/2017,14289.56
31/05/2017,13994.76
30/05/2017,14628.76
29/05/2017,14646.14
26/05/2017,14737
25/05/2017,14930.66
24/05/2017,14817.07
23/05/2017,14535.36
22/05/2017,14276.74
19/05/2017,14227.87
18/05/2017,14109.32
17/05/2017,14347.34
16/05/2017,14566.23
15/05/2017,14397.76
12/5/2017,14513.66
11/5/2017,14633.21
10/5/2017,14738.82
9/5/2017,14720.93
8/5/2017,14690.58
5/5/2017,14459.62
4/5/2017,14533.1
3/5/2017,14708
2/5/2017,14773.67
28/04/2017,14749.89
26/04/2017,14693.05
25/04/2017,14687.55
24/04/2017,14878.92
21/04/2017,14437.11
20/04/2017,14370.56
19/04/2017,14322.58
18/04/2017,14482.66
13/04/2017,14509.76
12/4/2017,14597.13
11/4/2017,14181.17
10/4/2017,13950.16
7/4/2017,13809.25
6/4/2017,13577.94
5/4/2017,13671.52
4/4/2017,14156.72
3/4/2017,14086.73
31/03/2017,14165.9
30/03/2017,15038.28
29/03/2017,14897.42
28/03/2017,15117.37
27/03/2017,15461.67
24/03/2017,15811.47
23/03/2017,15720.96
22/03/2017,15658.03
20/03/2017,15571.67
17/03/2017,15608.51
16/03/2017,15510.4
15/03/2017,15077.91
14/03/2017,14953.4
13/03/2017,15133.64
10/3/2017,15069.67
9/3/2017,15011.31
8/3/2017,15007.73
7/3/2017,15212.06
6/3/2017,15473.58
3/3/2017,15255.98
2/3/2017,15508.12
1/3/2017,15351.23
28/02/2017,15306.77
27/02/2017,15514.19
24/02/2017,15648.67
23/02/2017,15662.05
22/02/2017,15726.61
21/02/2017,15926.47
20/02/2017,15972.76
17/02/2017,16082.39
16/02/2017,16270.69
15/02/2017,16409.77
14/02/2017,16325.28
13/02/2017,16287.51
10/2/2017,16115.88
9/2/2017,15761.44
8/2/2017,15550.88
7/2/2017,15546.57
6/2/2017,15418.26
3/2/2017,15442.24
2/2/2017,15452.62
1/2/2017,15708.89
31/01/2017,15870.38
30/01/2017,15646.5
27/01/2017,15930.86
26/01/2017,16529.23
25/01/2017,16511.08
24/01/2017,16396.99
23/01/2017,16454.04
20/01/2017,16308.68
19/01/2017,16533.62
18/01/2017,16897.58
17/01/2017,16749.03
16/01/2017,16924.22
13/01/2017,16985.93
12/1/2017,17052.73
11/1/2017,16867.3
10/1/2017,16794.28
9/1/2017,16973.44
6/1/2017,16845.34
5/1/2017,16814.7
4/1/2017,17012.14
3/1/2017,16965.03
30/12/2016,16811.79
29/12/2016,17046.24
28/12/2016,16833.9
23/12/2016,16430.71
22/12/2016,16456.44
21/12/2016,16618.09
20/12/2016,16515.71
19/12/2016,16696.08
15/12/2016,16596.57
14/12/2016,16961.7
13/12/2016,16773.47
12/12/2016,16873.85
9/12/2016,16715.11
8/12/2016,16517.87
7/12/2016,16112.06
6/12/2016,16145.73
5/12/2016,16079.05
2/12/2016,15696.68
1/12/2016,15876.2
30/11/2016,15831.48
29/11/2016,16060.34
28/11/2016,16023.61
25/11/2016,15395.84
24/11/2016,15526.41
23/11/2016,15901.08
22/11/2016,15914.17
21/11/2016,15467.09
18/11/2016,15220.7
17/11/2016,15280.18
16/11/2016,15007.93
15/11/2016,14750.95
14/11/2016,14610.47
11/11/2016,14524.55
10/11/2016,15329.68
9/11/2016,15630.51
8/11/2016,15904.91
7/11/2016,15567.01
4/11/2016,15252.56
3/11/2016,15465.59
2/11/2016,15705.11
1/11/2016,15705.37
31/10/2016,15654.27
28/10/2016,15153.57
27/10/2016,15308.86
26/10/2016,15402.7
25/10/2016,15424.36
24/10/2016,15424.29
21/10/2016,15026.79
20/10/2016,15100.99
19/10/2016,15177.01
18/10/2016,15089.49
17/10/2016,14693.52
14/10/2016,14602.71
13/10/2016,14803.48
12/10/2016,14940.01
11/10/2016,14933.76
10/10/2016,15609.34
7/10/2016,15702.11
6/10/2016,15717.94
5/10/2016,15441.9
4/10/2016,15405.06
3/10/2016,15139.78
30/09/2016,15159.53
29/09/2016,15483.91
28/09/2016,15142.76
27/09/2016,15172.98
26/09/2016,15152.99
23/09/2016,15258.8
22/09/2016,15373.66
21/09/2016,14824.93
20/09/2016,14816.39
19/09/2016,14886.25
16/09/2016,14611.36
15/09/2016,14498.28
14/09/2016,14561.11
13/09/2016,14667.17
12/9/2016,14603.89
9/9/2016,14988.66
8/9/2016,14918.93
7/9/2016,14841.64
6/9/2016,14983.29
5/9/2016,14818.71
2/9/2016,14641.7
1/9/2016,14547.2
31/08/2016,15093.32
30/08/2016,15274.45
29/08/2016,15353.35
26/08/2016,15328.03
25/08/2016,15565.92
24/08/2016,15417.5
23/08/2016,16365.03
22/08/2016,16251.76
19/08/2016,16428.22
18/08/2016,16334.78
17/08/2016,16037.06
16/08/2016,16395.11
15/08/2016,16483.54
12/8/2016,16442.79
11/8/2016,16015.78
10/8/2016,16357.64
8/8/2016,16210.01
5/8/2016,16063.24
4/8/2016,16000.86
2/8/2016,15692.52
1/8/2016,15771.25
29/07/2016,15478.78
28/07/2016,15406.47
27/07/2016,15424.82
26/07/2016,15352.91
25/07/2016,15270.44
22/07/2016,15104.48
21/07/2016,14978.8
20/07/2016,14980.31
19/07/2016,14666.59
18/07/2016,14595.77
15/07/2016,14468.43
14/07/2016,14463.77
13/07/2016,14290.94
12/7/2016,14218.47
11/7/2016,13990.04
8/7/2016,13663.95
7/7/2016,13623.58
6/7/2016,13388.77
5/7/2016,13912.94
4/7/2016,14018.45
1/7/2016,13948.11
30/06/2016,14427.47
29/06/2016,14252.13
28/06/2016,14432.49
27/06/2016,14019.34
24/06/2016,14581.37
23/06/2016,15247.11
22/06/2016,15098.5
21/06/2016,14603.89
20/06/2016,14667.55
17/06/2016,14516.92
15/06/2016,14303.36
14/06/2016,14268.87
13/06/2016,14569.76
10/6/2016,14654.68
9/6/2016,14849.33
8/6/2016,15167.28
7/6/2016,15346.15
6/6/2016,15152.3
3/6/2016,15057.52
2/6/2016,14906.79
1/6/2016,14527.14
31/05/2016,14555.35
30/05/2016,14635
27/05/2016,14634.83
26/05/2016,15043.79
25/05/2016,14809.6
24/05/2016,14201.36
23/05/2016,14119.38
20/05/2016,13997.96
19/05/2016,13627.16
18/05/2016,13641.22
17/05/2016,13496.79
16/05/2016,13645.18
13/05/2016,13579.1
12/5/2016,13600.85
11/5/2016,13765.42
10/5/2016,13648.41
9/5/2016,13667.55
6/5/2016,13204.92
5/5/2016,12917.75
4/5/2016,13613.03
3/5/2016,14065.58
29/04/2016,14540.12
28/04/2016,14911.94
26/04/2016,14505.64
25/04/2016,14438.42
22/04/2016,14540.43
21/04/2016,14839.04
20/04/2016,14820.49
19/04/2016,14390.39
18/04/2016,14190.56
15/04/2016,13897.46
14/04/2016,14047.11
13/04/2016,14032.48
12/4/2016,13820.04
11/4/2016,13607.32
8/4/2016,13421.17
7/4/2016,13107.85
6/4/2016,13485.97
5/4/2016,14179.18
4/4/2016,14402.12
1/4/2016,14735.96
31/03/2016,14742.27
30/03/2016,14511.19
29/03/2016,14062.18
24/03/2016,14178.96
23/03/2016,14547.96
22/03/2016,14661.43
18/03/2016,14802.06
17/03/2016,14401.5
16/03/2016,13520.24
15/03/2016,13514.55
