Date,StockID,Actual_Price,Predicted_Price
2014-03-26,AGL.JO,26108.67973301924,25444.332112261884
2014-03-26,CLS.JO,6106.435976313153,6002.177060579966
2014-03-26,GRT.JO,2354.9879626915435,2325.788376116222
2014-03-26,KIO.JO,37037.7744222341,35962.486678525696
2014-03-26,MNP.JO,21041.13497189232,20774.352169898666
2014-03-26,NPN.JO,73897.99407151432,73688.10976950008
2014-03-26,RLO.JO,6129.014816273379,5951.499417540516
2014-03-26,SHP.JO,15144.329240172912,15056.237411865355
2014-03-27,ABG.JO,14872.063254138671,14728.600299889758
2014-03-27,HAR.JO,3310.2240718563976,3448.259680371273
2014-03-27,IMP.JO,11803.570364343886,11847.894644483387
2014-03-27,RLO.JO,6238.278098791336,6052.5459573174485
2014-03-27,SBK.JO,13524.570221134298,13303.094050232014
2014-03-27,SOL.JO,59559.024749659526,58405.397865865205
2014-03-28,INL.JO,4810.889040422638,4769.961940155461
2014-03-28,VOD.JO,13064.067604366895,12799.202343813711
2014-03-31,DSY.JO,8135.292643562987,7882.315685226881
2014-03-31,GLN.JO,5515.563238377376,5493.373817670218
2014-03-31,IMP.JO,11956.49283686865,11828.602835096584
2014-03-31,NRP.JO,8329.844311511506,8433.120360614143
2014-03-31,REM.JO,14331.688983291082,14260.648784728672
2014-03-31,SHP.JO,15847.66579592601,15507.411494869177
2014-04-01,ABG.JO,14687.346953504984,14573.791561157013
2014-04-01,BVT.JO,7588.382974847089,7465.866659731463
2014-04-01,DSY.JO,8137.236348756188,8040.472561726443
2014-04-01,GFI.JO,3954.982706838852,4067.2524215402527
2014-04-01,IMP.JO,11978.438173394241,11869.916881411393
2014-04-01,MNP.JO,20203.184032957724,20392.09551823123
2014-04-01,SOL.JO,58346.880132029895,58478.793365184356
2014-04-02,BVT.JO,7552.092717255195,7531.675842854902
2014-04-02,EXX.JO,14174.579768746024,13907.18524903953
2014-04-02,INL.JO,4992.992110893239,4845.670040396734
2014-04-02,MTN.JO,21600.668178243093,21384.90883371291
2014-04-02,NED.JO,21936.811466967923,21942.863760105498
2014-04-03,AGL.JO,26342.6544944004,26414.751066689965
2014-04-03,CPI.JO,20650.621121494023,20428.322133099802
2014-04-03,GLN.JO,5549.20685169909,5500.778444224002
2014-04-03,HAR.JO,3262.6069287031964,3197.03338921637
2014-04-03,NED.JO,21660.594238847392,21781.947869246185
2014-04-03,NPN.JO,72862.9361604086,73702.51377240077
2014-04-03,SBK.JO,13863.430948539113,13805.710355686322
2014-04-03,SHP.JO,16331.626643078798,16295.28812093343
2014-04-03,SLM.JO,5664.254794944262,5844.433378856228
2014-04-04,AGL.JO,26610.896057625916,26181.33227551549
2014-04-04,AMS.JO,48999.619098686555,46085.10458105
2014-04-04,GFI.JO,4111.945340819971,4034.221617941193
2014-04-04,GLN.JO,5568.194402205292,5528.681605362135
2014-04-04,GRT.JO,2385.69132346056,2375.2466545192315
2014-04-04,KIO.JO,38384.61655571539,37608.7317724821
2014-04-04,SLM.JO,5653.646316211265,5743.711125799317
2014-04-07,HAR.JO,3292.908847354445,3221.9315392475673
2014-04-07,MRP.JO,15358.32362820626,15222.683942066747
2014-04-07,MTN.JO,21414.61585961053,21307.48593024149
2014-04-07,NED.JO,21700.671798350417,21443.434516332418
2014-04-07,REM.JO,14338.473295588105,14273.747251147397
2014-04-07,RLO.JO,6629.639555996003,6432.420942382853
2014-04-07,SHP.JO,16406.416224674558,16285.42189788796
2014-04-07,SLM.JO,5473.57148379754,5715.619101426923
2014-04-07,SOL.JO,57026.62522895215,57555.928784844065
2014-04-08,CLS.JO,6231.4784122845185,6258.543596402711
2014-04-08,EXX.JO,14434.173938935553,14359.083116866006
2014-04-08,FSR.JO,3832.399572063247,3727.5754092232355
2014-04-08,MTN.JO,21573.473951851363,21298.979284522913
2014-04-08,VOD.JO,13667.079512928673,13310.598241610769
2014-04-09,GLN.JO,5527.8886203209095,5490.364400819365
2014-04-09,GRT.JO,2420.027821945263,2399.023383331687
2014-04-09,HAR.JO,3308.8920890835043,3275.845403447037
2014-04-09,INP.JO,4598.866334863437,4561.726152050714
2014-04-09,MNP.JO,19714.195988226176,20036.298442107513
2014-04-10,ABG.JO,15326.196526215788,15299.226321652677
2014-04-10,AMS.JO,49327.476704642235,45939.185499814725
2014-04-10,BTI.JO,59303.76866200438,59019.15129756807
2014-04-10,CLS.JO,6316.281837470198,6235.6086070879655
2014-04-10,DSY.JO,8555.41271751001,8578.323278562744
2014-04-10,INL.JO,5044.475705106635,4979.261104252585
2014-04-10,NED.JO,21930.849527635062,21688.106972382513
2014-04-10,NRP.JO,8194.10079989782,8227.476828340446
2014-04-10,SBK.JO,13996.277136294648,13957.501781399234
2014-04-10,SOL.JO,57552.68662100817,56926.949000680775
2014-04-10,VOD.JO,13842.074418359683,13627.93140386326
2014-04-11,GFI.JO,4311.139732943685,4208.897297828816
2014-04-11,MNP.JO,19333.71166308369,19889.743612710856
2014-04-11,NED.JO,21820.232470436935,21777.087116908264
2014-04-11,NPN.JO,67261.85074381725,70341.66595730119
2014-04-11,SBK.JO,13922.72246431386,13869.847897536614
2014-04-11,SOL.JO,57487.87657831596,57016.95782015674
2014-04-14,HAR.JO,3461.733113566978,3352.8500025444646
2014-04-14,IMP.JO,11852.772724227,11718.505548119645
2014-04-14,MTN.JO,21763.17665802699,21485.885135596334
2014-04-14,SLM.JO,5390.9951438587195,5505.841036122092
2014-04-15,BVT.JO,7605.337264282311,7638.835220699774
2014-04-15,HAR.JO,3329.204412710883,3403.9581539631026
