Date,StockID,Horizon_Step,Actual_Price,Predicted_Price
2014-03-26,AGL.JO,1,26108.67973301924,22500.277333399215
2014-03-26,CLS.JO,1,6106.435976313153,6496.940170298223
2014-03-26,GRT.JO,1,2354.9879626915435,2169.163852536342
2014-03-26,KIO.JO,1,37037.7744222341,32125.481484484124
2014-03-26,MNP.JO,1,21041.13497189232,21401.56220288161
2014-03-26,NPN.JO,1,73897.99407151432,80043.24069754909
2014-03-26,RLO.JO,1,6129.014816273379,5586.910649743439
2014-03-26,SHP.JO,1,15144.329240172912,14611.83301560891
2014-03-27,ABG.JO,1,14872.063254138671,13335.445267535728
2014-03-27,HAR.JO,1,3310.2240718563976,3402.0856564417886
2014-03-27,IMP.JO,1,11803.570364343886,10380.264362038293
2014-03-27,RLO.JO,1,6238.278098791336,5616.209757460706
2014-03-27,SBK.JO,1,13524.570221134298,12546.840741906684
2014-03-27,SOL.JO,1,59559.024749659526,49334.84632249205
2014-03-28,INL.JO,1,4810.889040422638,4454.487125000602
2014-03-28,VOD.JO,1,13064.067604366895,12467.497385166747
2014-03-31,DSY.JO,1,8135.292643562987,7800.530969470786
2014-03-31,GLN.JO,1,5515.563238377376,4983.929846591028
2014-03-31,IMP.JO,1,11956.49283686865,10423.163668455918
2014-03-31,NRP.JO,1,8329.844311511506,8405.161919615175
2014-03-31,REM.JO,1,14331.688983291082,13182.750819143577
2014-03-31,SHP.JO,1,15847.66579592601,14803.97257853081
2014-04-01,ABG.JO,1,14687.346953504984,13567.435109567512
2014-04-01,BVT.JO,1,7588.382974847089,7751.079741522842
2014-04-01,DSY.JO,1,8137.236348756188,7876.916331567942
2014-04-01,GFI.JO,1,3954.982706838852,4398.1929929801445
2014-04-01,IMP.JO,1,11978.438173394241,10459.7515828102
2014-04-01,MNP.JO,1,20203.184032957724,21015.51629564381
2014-04-01,SOL.JO,1,58346.880132029895,49956.09734935634
2014-04-02,BVT.JO,1,7552.092717255195,7783.59830003285
2014-04-02,EXX.JO,1,14174.579768746024,12521.841679870622
2014-04-02,INL.JO,1,4992.992110893239,4521.58084838608
2014-04-02,MTN.JO,1,21600.668178243093,18670.129411018133
2014-04-02,NED.JO,1,21936.811466967923,19860.675860053874
2014-04-03,AGL.JO,1,26342.6544944004,23080.282975816506
2014-04-03,CPI.JO,1,20650.621121494023,23602.387820481024
2014-04-03,GLN.JO,1,5549.20685169909,4969.076503000242
2014-04-03,HAR.JO,1,3262.6069287031964,3186.7944955534326
2014-04-03,NED.JO,1,21660.594238847392,19933.160788106703
2014-04-03,NPN.JO,1,72862.9361604086,79047.14834155537
2014-04-03,SBK.JO,1,13863.430948539113,13124.620895939384
2014-04-03,SHP.JO,1,16331.626643078798,15256.62446033603
2014-04-03,SLM.JO,1,5664.254794944262,5694.95426614257
2014-04-04,AGL.JO,1,26610.896057625916,23142.354777920038
2014-04-04,AMS.JO,1,48999.619098686555,44673.65029337634
2014-04-04,GFI.JO,1,4111.945340819971,4256.6928484385335
2014-04-04,GLN.JO,1,5568.194402205292,4974.050681895204
2014-04-04,GRT.JO,1,2385.69132346056,2217.7368425769623
2014-04-04,KIO.JO,1,38384.61655571539,32479.192974309917
2014-04-04,SLM.JO,1,5653.646316211265,5708.293200672057
2014-04-07,HAR.JO,1,3292.908847354445,3132.571765783437
2014-04-07,MRP.JO,1,15358.32362820626,15104.552603857337
2014-04-07,MTN.JO,1,21414.61585961053,18804.06162468206
2014-04-07,NED.JO,1,21700.671798350417,19898.81928342476
2014-04-07,REM.JO,1,14338.473295588105,13471.959147356027
2014-04-07,RLO.JO,1,6629.639555996003,5943.364515463812
2014-04-07,SHP.JO,1,16406.416224674558,15479.441850725469
2014-04-07,SLM.JO,1,5473.57148379754,5713.763517077105
2014-04-07,SOL.JO,1,57026.62522895215,49874.76999591475
2014-04-08,CLS.JO,1,6231.4784122845185,6759.1080905345525
2014-04-08,EXX.JO,1,14434.173938935553,12764.613439554818
2014-04-08,FSR.JO,1,3832.399572063247,3698.961059909763
2014-04-08,MTN.JO,1,21573.473951851363,18800.62701014004
2014-04-08,VOD.JO,1,13667.079512928673,12811.72841847088
2014-04-09,GLN.JO,1,5527.8886203209095,4979.80111075747
2014-04-09,GRT.JO,1,2420.027821945263,2223.808646929421
2014-04-09,HAR.JO,1,3308.8920890835043,3119.965362367852
2014-04-09,INP.JO,1,4598.866334863437,4318.884948979189
2014-04-09,MNP.JO,1,19714.195988226176,20814.504277846227
2014-04-10,ABG.JO,1,15326.196526215788,13953.433968938316
2014-04-10,AMS.JO,1,49327.476704642235,45335.41758211311
2014-04-10,BTI.JO,1,59303.76866200438,57240.32891208963
2014-04-10,CLS.JO,1,6316.281837470198,6748.495888077672
2014-04-10,DSY.JO,1,8555.41271751001,8438.287977927557
2014-04-10,INL.JO,1,5044.475705106635,4689.503946895955
2014-04-10,NED.JO,1,21930.849527635062,19872.828446787775
2014-04-10,NRP.JO,1,8194.10079989782,8456.202592292308
2014-04-10,SBK.JO,1,13996.277136294648,13377.774473239026
2014-04-10,SOL.JO,1,57552.68662100817,49461.88523188412
2014-04-10,VOD.JO,1,13842.074418359683,12972.635222744646
2014-04-11,GFI.JO,1,4311.139732943685,4262.561476598145
2014-04-11,MNP.JO,1,19333.71166308369,20607.261771316244
2014-04-11,NED.JO,1,21820.232470436935,19905.1158141907
2014-04-11,NPN.JO,1,67261.85074381725,78213.97879368675
2014-04-11,SBK.JO,1,13922.72246431386,13416.551509614688
2014-04-11,SOL.JO,1,57487.87657831596,49442.09990861223
