Date,StockID,Actual_Price,Predicted_Price
2014-03-26,AGL.JO,26108.67973301924,22749.606174710323
2014-03-26,CLS.JO,6106.435976313153,6338.328237561636
2014-03-26,GRT.JO,2354.9879626915435,2178.9386255918644
2014-03-26,KIO.JO,37037.7744222341,32231.893791277686
2014-03-26,MNP.JO,21041.13497189232,21172.67654028446
2014-03-26,NPN.JO,73897.99407151432,83301.27665912524
2014-03-26,RLO.JO,6129.014816273379,5624.605020771699
2014-03-26,SHP.JO,15144.329240172912,14558.917222397937
2014-03-27,ABG.JO,14872.063254138671,13384.290921600037
2014-03-27,HAR.JO,3310.2240718563976,3472.4954240628244
2014-03-27,IMP.JO,11803.570364343886,10515.007764734106
2014-03-27,RLO.JO,6238.278098791336,5647.2945205516435
2014-03-27,SBK.JO,13524.570221134298,12620.710271063963
2014-03-27,SOL.JO,59559.024749659526,49908.687165428055
2014-03-28,INL.JO,4810.889040422638,4461.92771184621
2014-03-28,VOD.JO,13064.067604366895,12506.119492351872
2014-03-31,DSY.JO,8135.292643562987,7582.3077395471855
2014-03-31,GLN.JO,5515.563238377376,5025.699303786894
2014-03-31,IMP.JO,11956.49283686865,10544.858092023704
2014-03-31,NRP.JO,8329.844311511506,8175.153908967862
2014-03-31,REM.JO,14331.688983291082,13226.294834328826
2014-03-31,SHP.JO,15847.66579592601,14850.525041086681
2014-04-01,ABG.JO,14687.346953504984,13642.978087445968
2014-04-01,BVT.JO,7588.382974847089,7644.289684156114
2014-04-01,DSY.JO,8137.236348756188,7678.987076740829
2014-04-01,GFI.JO,3954.982706838852,4345.496541282657
2014-04-01,IMP.JO,11978.438173394241,10568.345142641101
2014-04-01,MNP.JO,20203.184032957724,20952.17320188079
2014-04-01,SOL.JO,58346.880132029895,50613.95011647276
2014-04-02,BVT.JO,7552.092717255195,7677.750448247978
2014-04-02,EXX.JO,14174.579768746024,12683.658236316269
2014-04-02,INL.JO,4992.992110893239,4539.936146188606
2014-04-02,MTN.JO,21600.668178243093,18906.91842923918
2014-04-02,NED.JO,21936.811466967923,19997.657875111625
2014-04-03,AGL.JO,26342.6544944004,23464.883478701304
2014-04-03,CPI.JO,20650.621121494023,23512.555699599183
2014-04-03,GLN.JO,5549.20685169909,5026.861747767782
2014-04-03,HAR.JO,3262.6069287031964,3215.439019491412
2014-04-03,NED.JO,21660.594238847392,20044.39479237764
2014-04-03,NPN.JO,72862.9361604086,81925.09236347464
2014-04-03,SBK.JO,13863.430948539113,13214.665003974937
2014-04-03,SHP.JO,16331.626643078798,15312.90632224048
2014-04-03,SLM.JO,5664.254794944262,5710.264031290424
2014-04-04,AGL.JO,26610.896057625916,23545.85610452416
2014-04-04,AMS.JO,48999.619098686555,45356.72103723854
2014-04-04,GFI.JO,4111.945340819971,4319.2967653660835
2014-04-04,GLN.JO,5568.194402205292,5034.424070210445
2014-04-04,GRT.JO,2385.69132346056,2228.4539727673164
2014-04-04,KIO.JO,38384.61655571539,32955.54562385379
2014-04-04,SLM.JO,5653.646316211265,5727.302341183776
2014-04-07,HAR.JO,3292.908847354445,3158.6179581093666
2014-04-07,MRP.JO,15358.32362820626,15094.34659829775
2014-04-07,MTN.JO,21414.61585961053,18989.99922855457
2014-04-07,NED.JO,21700.671798350417,20010.406232245354
2014-04-07,REM.JO,14338.473295588105,13486.718605418013
2014-04-07,RLO.JO,6629.639555996003,5965.748386828838
2014-04-07,SHP.JO,16406.416224674558,15557.193202421633
2014-04-07,SLM.JO,5473.57148379754,5740.104455011577
2014-04-07,SOL.JO,57026.62522895215,50590.16193944449
2014-04-08,CLS.JO,6231.4784122845185,6663.602601047288
2014-04-08,EXX.JO,14434.173938935553,12893.370699522322
2014-04-08,FSR.JO,3832.399572063247,3672.510362402788
2014-04-08,MTN.JO,21573.473951851363,18990.58645887388
2014-04-08,VOD.JO,13667.079512928673,12814.66596084416
2014-04-09,GLN.JO,5527.8886203209095,5038.549909588902
2014-04-09,GRT.JO,2420.027821945263,2234.5411880962997
2014-04-09,HAR.JO,3308.8920890835043,3129.1913424231625
2014-04-09,INP.JO,4598.866334863437,4336.3617445410155
2014-04-09,MNP.JO,19714.195988226176,20797.688375438796
2014-04-10,ABG.JO,15326.196526215788,14058.078900836339
2014-04-10,AMS.JO,49327.476704642235,45982.69678496478
2014-04-10,BTI.JO,59303.76866200438,57442.27230436371
2014-04-10,CLS.JO,6316.281837470198,6722.763627911335
2014-04-10,DSY.JO,8555.41271751001,8454.11212997488
2014-04-10,INL.JO,5044.475705106635,4702.436032787347
2014-04-10,NED.JO,21930.849527635062,20023.211060507027
2014-04-10,NRP.JO,8194.10079989782,8218.078163807242
2014-04-10,SBK.JO,13996.277136294648,13524.581150755912
2014-04-10,SOL.JO,57552.68662100817,50146.2661368104
2014-04-10,VOD.JO,13842.074418359683,13010.754117971586
2014-04-11,GFI.JO,4311.139732943685,4317.8859638051035
2014-04-11,MNP.JO,19333.71166308369,20717.006213230125
2014-04-11,NED.JO,21820.232470436935,20053.037698509717
2014-04-11,NPN.JO,67261.85074381725,79925.94807364809
2014-04-11,SBK.JO,13922.72246431386,13553.69177755427
2014-04-11,SOL.JO,57487.87657831596,50103.460711769774
2014-04-14,HAR.JO,3461.733113566978,3128.2895652663587
2014-04-14,IMP.JO,11852.772724227,10635.83960667961
2014-04-14,MTN.JO,21763.17665802699,19096.43813805949
2014-04-14,SLM.JO,5390.9951438587195,5634.539470151923
2014-04-15,BVT.JO,7605.337264282311,7909.289045207841
2014-04-15,HAR.JO,3329.204412710883,3145.720614357259
