,in_degree_centrality,out_degree_centrality,betweenness_centrality,eigenvector_centrality_or_pagerank,local_clustering_coeff,community_id
ABG.JO,0.16129032258064516,0.03225806451612903,0.0,2.631598171989615e-05,0.08333333333333333,0
AGL.JO,0.03225806451612903,0.03225806451612903,0.0,1.1748206124954024e-07,0.0,1
AMS.JO,0.0,0.06451612903225806,0.0,8.547944980785559e-19,0.0,0
APN.JO,0.03225806451612903,0.03225806451612903,0.0,1.1748206124954024e-07,0.0,3
BTI.JO,0.03225806451612903,0.03225806451612903,0.0,1.1748206124954024e-07,0.0,4
BVT.JO,0.0967741935483871,0.06451612903225806,0.001075268817204301,0.5773503079934201,0.0,5
CLS.JO,0.06451612903225806,0.03225806451612903,0.0,2.2909001943660343e-06,0.0,13
CPI.JO,0.03225806451612903,0.06451612903225806,0.0,1.1748206124954024e-07,0.0,17
DSY.JO,0.03225806451612903,0.0967741935483871,0.0,1.1748206124954024e-07,0.5,0
EXX.JO,0.06451612903225806,0.03225806451612903,0.0,2.2909001943660343e-06,0.0,14
FSR.JO,0.0967741935483871,0.03225806451612903,0.0,2.1969145453663165e-05,0.0,10
GFI.JO,0.06451612903225806,0.06451612903225806,0.001075268817204301,2.2909001943660343e-06,0.0,11
GLN.JO,0.03225806451612903,0.03225806451612903,0.0,1.1748206124954024e-07,0.0,12
GRT.JO,0.03225806451612903,0.0967741935483871,0.0,1.1748206124954024e-07,0.0,13
HAR.JO,0.0967741935483871,0.03225806451612903,0.0,0.5773503079934201,0.0,5
IMP.JO,0.03225806451612903,0.06451612903225806,0.0,1.1748206124954024e-07,0.0,2
INL.JO,0.03225806451612903,0.03225806451612903,0.0,1.1748206124954024e-07,0.0,16
INP.JO,0.0967741935483871,0.03225806451612903,0.0,4.464318327482529e-06,0.0,17
KIO.JO,0.03225806451612903,0.03225806451612903,0.0,1.1748206124954024e-07,0.0,18
MNP.JO,0.03225806451612903,0.03225806451612903,0.0,1.1748206124954024e-07,0.0,19
MRP.JO,0.0967741935483871,0.03225806451612903,0.0,4.464318327482529e-06,0.0,2
MTN.JO,0.03225806451612903,0.03225806451612903,0.0,1.1748206124954024e-07,0.0,6
NED.JO,0.03225806451612903,0.03225806451612903,0.0,1.1748206124954024e-07,0.0,7
NPN.JO,0.06451612903225806,0.0967741935483871,0.001075268817204301,0.5773501905113589,0.0,5
NRP.JO,0.03225806451612903,0.03225806451612903,0.0,1.1748206124954024e-07,0.0,8
REM.JO,0.03225806451612903,0.03225806451612903,0.0,1.1748206124954024e-07,0.0,9
RLO.JO,0.03225806451612903,0.06451612903225806,0.0,1.1748206124954024e-07,0.0,11
SBK.JO,0.06451612903225806,0.06451612903225806,0.0,2.2909001943660335e-06,0.5,0
SHP.JO,0.03225806451612903,0.06451612903225806,0.0,1.1748206124954024e-07,0.0,14
SLM.JO,0.03225806451612903,0.03225806451612903,0.0,1.1748206124954024e-07,0.0,15
SOL.JO,0.03225806451612903,0.0967741935483871,0.0,1.1748206124954024e-07,0.0,5
VOD.JO,0.03225806451612903,0.0967741935483871,0.0,1.1748206124954024e-07,0.0,17
