Model,Prediction_Mode,Input_Window_Size,Output_Window_Size,Target_Column,Total_Predictions,RMSE,MAE,MSE,MAPE
AGCRN,POINT,60,1,vwap,17472,3908.5573362749933,1408.9831826284685,15276820.450949073,3.4144165950421823
