Model,Prediction_Mode,Input_Window_Size,Target_Features,Total_Predictions,Slope_RMSE,Slope_MAE,Duration_RMSE,Duration_MAE
AGCRN,TREND,60,"slope_angle, duration",17472,115.4960725455091,79.26664733886719,0.2999564914147835,0.13831672072410583
