Model,Prediction_Mode,Input_Window_Size,Output_Window_Size,Target_Column,Total_Predictions,RMSE,MAE,MSE,MAPE
AGCRN,POINT,60,10,vwap,174400,22561.601066483163,8879.922026173746,509025842.68313426,22.403637487099033
