Date,StockID,Actual_Price,Predicted_Price
2022-10-20,ABG.JO,19022.75940419688,8244.061691427081
2022-10-20,AGL.JO,52860.04938796617,29426.35298070339
2022-10-20,AMS.JO,140627.8488029376,47821.587589994655
2022-10-20,APN.JO,14644.406772632425,6342.366486808352
2022-10-20,BTI.JO,68003.41092680497,68389.15186604063
2022-10-20,BVT.JO,20564.359479873398,18885.868044718656
2022-10-20,CLS.JO,29171.205612557864,14565.979890690496
2022-10-20,CPI.JO,182553.36696287052,73555.68313963582
2022-10-20,DSY.JO,11366.277560152803,13632.08064064405
2022-10-20,EXX.JO,20455.952407593406,10968.403568523663
2022-10-20,FSR.JO,6210.088222838923,4897.302240306801
2022-10-20,GFI.JO,13948.37266300615,8860.29897926685
2022-10-20,GLN.JO,9897.516188134927,5267.656611692504
2022-10-20,GRT.JO,1331.9476836502533,1218.3191524833176
2022-10-20,HAR.JO,4738.479967309951,5046.235552191884
2022-10-20,IMP.JO,17150.6730743791,4141.858655931619
2022-10-20,INL.JO,8345.3936947058,2640.414412584643
2022-10-20,INP.JO,8457.397107899671,2973.8990678657638
2022-10-20,KIO.JO,37733.56006957875,13419.547223114372
2022-10-20,MNP.JO,32786.23378168598,23393.16155304549
2022-10-20,MRP.JO,17854.813667433085,15822.860146052211
2022-10-20,MTN.JO,12356.411332313364,11957.643024421748
2022-10-20,NED.JO,20755.69523753359,19512.49323825761
2022-10-20,NPN.JO,210833.0233957244,124148.50565973273
2022-10-20,NRP.JO,8695.770024086642,6960.085566491981
2022-10-20,REM.JO,13612.919936467822,8293.877653427226
2022-10-20,RLO.JO,4576.6213742828595,5337.339942166095
2022-10-20,SBK.JO,16348.792012807555,12591.420566619163
2022-10-20,SHP.JO,22483.60069271791,16179.849556365387
2022-10-20,SLM.JO,5147.976031534844,6968.762539371214
2022-10-20,SOL.JO,29372.5020129669,17903.737020128516
2022-10-20,VOD.JO,12324.798418888517,12922.383182551986
2022-10-21,ABG.JO,18970.366300396057,8244.061691427081
2022-10-21,AGL.JO,53914.07804090955,29426.35298070339
2022-10-21,AMS.JO,139898.32936425277,47821.587589994655
2022-10-21,APN.JO,14655.403035493619,6342.366486808352
2022-10-21,BTI.JO,67156.06768697084,68389.15186604063
2022-10-21,BVT.JO,20562.358354671345,18885.868044718656
2022-10-21,CLS.JO,29214.180114176906,14565.979890690496
2022-10-21,CPI.JO,181125.23060549155,73555.68313963582
2022-10-21,DSY.JO,11244.643393460117,13632.08064064405
2022-10-21,EXX.JO,21388.006138557812,10968.403568523663
2022-10-21,FSR.JO,6154.171583469699,4897.302240306801
2022-10-21,GFI.JO,14292.752611284248,8860.29897926685
2022-10-21,GLN.JO,10066.512757509216,5267.656611692504
2022-10-21,GRT.JO,1310.0146434023768,1218.3191524833176
2022-10-21,HAR.JO,4795.795489377669,5046.235552191884
2022-10-21,IMP.JO,17349.593105679065,4141.858655931619
2022-10-21,INL.JO,8376.679787527606,2640.414412584643
2022-10-21,INP.JO,8524.982106936719,2973.8990678657638
2022-10-21,KIO.JO,38581.511763374794,13419.547223114372
2022-10-21,MNP.JO,32727.567513116115,23393.16155304549
2022-10-21,MRP.JO,17304.383660889074,15822.860146052211
2022-10-21,MTN.JO,12154.60553612635,11957.643024421748
2022-10-21,NED.JO,20538.79810576356,19512.49323825761
2022-10-21,NPN.JO,208556.48790894257,124148.50565973273
2022-10-21,NRP.JO,8647.772980111791,6960.085566491981
2022-10-21,REM.JO,13455.329933386365,8293.877653427226
2022-10-21,RLO.JO,4541.672262901099,5337.339942166095
2022-10-21,SBK.JO,16456.600118926068,12591.420566619163
2022-10-21,SHP.JO,22185.46185718915,16179.849556365387
2022-10-21,SLM.JO,5093.072082210788,6968.762539371214
2022-10-21,SOL.JO,28899.554132908106,17903.737020128516
2022-10-21,VOD.JO,12117.801223760802,12922.383182551986
2022-10-24,ABG.JO,19149.002700213103,8244.061691427081
2022-10-24,AGL.JO,54637.18543892046,29426.35298070339
2022-10-24,AMS.JO,141553.04602981143,47821.587589994655
2022-10-24,APN.JO,14841.998396481675,6342.366486808352
2022-10-24,BTI.JO,69701.4679757171,68389.15186604063
2022-10-24,BVT.JO,20701.2381971443,18885.868044718656
2022-10-24,CLS.JO,29847.45193869826,14565.979890690496
2022-10-24,CPI.JO,181081.60611069482,73555.68313963582
2022-10-24,DSY.JO,11267.303517067865,13632.08064064405
2022-10-24,EXX.JO,21925.496065601674,10968.403568523663
2022-10-24,FSR.JO,6190.783833223372,4897.302240306801
2022-10-24,GFI.JO,14520.56183190441,8860.29897926685
2022-10-24,GLN.JO,10305.84298063742,5267.656611692504
2022-10-24,GRT.JO,1313.3378459124494,1218.3191524833176
2022-10-24,HAR.JO,4883.100755252139,5046.235552191884
2022-10-24,IMP.JO,17657.467109539328,4141.858655931619
2022-10-24,INL.JO,8607.321456578438,2640.414412584643
2022-10-24,INP.JO,8775.011920489951,2973.8990678657638
2022-10-24,KIO.JO,38460.799394606685,13419.547223114372
2022-10-24,MNP.JO,33792.36603811026,23393.16155304549
2022-10-24,MRP.JO,17428.92189208408,15822.860146052211
2022-10-24,MTN.JO,11617.457769140954,11957.643024421748
2022-10-24,NED.JO,20664.545189916524,19512.49323825761
2022-10-24,NPN.JO,178047.7915861108,124148.50565973273
2022-10-24,NRP.JO,8717.43544817116,6960.085566491981
2022-10-24,REM.JO,13441.336762977291,8293.877653427226
2022-10-24,RLO.JO,4518.706888134566,5337.339942166095
2022-10-24,SBK.JO,16573.053555741117,12591.420566619163
