number,value,datetime_start,datetime_complete,duration,params_base_channels,params_batch_size,params_dropout,params_epochs,params_kernel_size,params_layer_1_multiplier,params_layer_2_multiplier,params_learning_rate,params_num_layers,params_patience,params_sequence_length,params_weight_decay,user_attrs_best_epoch,user_attrs_test_mae,user_attrs_test_mape,user_attrs_test_mse,user_attrs_test_rmse,user_attrs_total_epochs,state
0,0.01915940867426495,2025-05-26 16:42:30.199196,2025-05-26 16:43:21.050262,0 days 00:00:50.851066,32,64,0.48495492608099716,105,2,0.5,0.5,8.17949947521167e-05,3,16,30,3.752055855124284e-05,39,1537.2010498046875,9.081595,2621667.75,1619.156493363134,56,COMPLETE
