Model,Prediction_Mode,Input_Window_Size,Output_Window_Size,Target_Column,Total_Predictions,RMSE,MAE,MSE,MAPE
DSTAGNN,POINT,60,10,vwap,174400,125481.3796892768,60458.53399081206,15745576648.72445,187.99746371459923
