StockID,Actual_Slope_Angle,Predicted_Slope_Angle,Actual_Duration,Predicted_Duration
MNP.JO,89.44174,-73.003654,5.0,5.0161924
MRP.JO,89.39244,88.89409,5.0,5.01687
MTN.JO,-80.20789,-88.86405,5.0,5.0333786
NED.JO,87.20165,-85.8139,5.0,5.016146
NPN.JO,-89.98019,-89.978424,5.0,5.0593615
NRP.JO,88.63598,-83.875305,5.0,5.0906744
REM.JO,88.972305,87.914696,5.0,5.0211816
RLO.JO,-70.94819,-86.632904,5.0,5.192333
SBK.JO,88.38808,87.3559,5.0,5.1231756
SHP.JO,89.51124,89.41996,5.0,5.0120234
SLM.JO,-88.02161,-88.59215,5.0,5.205526
SOL.JO,87.76992,-89.55868,5.0,5.13422
VOD.JO,89.30665,88.96629,5.0,5.127609
ABG.JO,89.76137,86.064064,5.0,5.1534314
AGL.JO,89.8304,-89.767624,5.0,4.995411
AMS.JO,89.932915,-89.73771,5.0,4.951992
APN.JO,89.785805,-86.811005,5.0,4.999133
BTI.JO,86.96529,86.91426,5.0,5.0343623
BVT.JO,89.63382,-87.52045,5.0,5.0159
CLS.JO,89.540985,-87.63145,5.0,5.017541
CPI.JO,89.835144,89.8446,5.0,5.0258427
DSY.JO,89.73144,88.47854,5.0,5.1364985
EXX.JO,89.765,-89.783455,5.0,5.2050104
FSR.JO,89.43635,-34.90015,5.0,5.086565
GFI.JO,-89.69036,-88.9405,5.0,4.975531
GLN.JO,88.93314,-88.40031,5.0,4.7479033
GRT.JO,87.143166,76.011505,5.0,5.1752872
HAR.JO,-84.50593,85.968735,5.0,5.0255895
IMP.JO,89.41927,-89.38969,5.0,4.996603
INL.JO,89.67246,88.50281,5.0,4.825185
INP.JO,89.69421,88.34582,5.0,4.7861576
KIO.JO,-82.58253,-89.81698,5.0,4.9504576
MNP.JO,89.89571,89.17369,5.0,4.997598
MRP.JO,89.798325,-48.551746,5.0,5.017486
MTN.JO,89.63656,-88.881165,5.0,5.0262504
NED.JO,89.676926,-88.55871,5.0,5.0099363
NPN.JO,89.96582,-89.95883,5.0,5.069906
NRP.JO,89.59677,-83.91593,5.0,5.039082
REM.JO,89.606834,86.74013,5.0,5.0253353
RLO.JO,-75.94463,-80.14257,5.0,5.157155
SBK.JO,89.70744,83.19852,5.0,5.10834
SHP.JO,89.62771,88.04326,5.0,5.0165744
SLM.JO,89.25172,-87.8821,5.0,5.165673
SOL.JO,89.17735,-78.615685,5.0,5.049172
VOD.JO,87.68904,87.87853,5.0,5.1049666
ABG.JO,89.76137,89.45481,5.0,5.093579
AGL.JO,89.8304,89.70322,5.0,4.952656
AMS.JO,89.932915,89.90533,5.0,4.9513063
APN.JO,89.785805,89.55996,5.0,4.9905863
BTI.JO,86.96529,-89.405495,5.0,5.0332894
BVT.JO,89.63382,87.98404,5.0,5.0298448
CLS.JO,89.540985,88.65183,5.0,5.0154138
CPI.JO,89.835144,-89.71961,5.0,5.0457
DSY.JO,89.73144,89.526566,5.0,5.09056
EXX.JO,89.765,89.41205,5.0,4.854607
FSR.JO,89.43635,88.93391,5.0,4.9933534
GFI.JO,-89.69036,-89.56993,5.0,4.9684825
GLN.JO,88.93314,88.0599,5.0,4.6483903
GRT.JO,87.143166,82.72282,5.0,5.192748
HAR.JO,-84.50593,-84.940895,5.0,5.0363646
IMP.JO,89.41927,88.93816,5.0,4.9725943
INL.JO,89.67246,89.34122,5.0,4.805878
INP.JO,89.69421,89.38303,5.0,4.768242
KIO.JO,-82.58253,-88.76779,5.0,4.9428234
MNP.JO,89.89571,89.824814,5.0,4.986174
MRP.JO,89.798325,89.51011,5.0,5.009012
MTN.JO,89.63656,89.08815,5.0,5.011815
NED.JO,89.676926,89.127625,5.0,4.9985175
NPN.JO,89.96582,89.892715,5.0,5.0235615
NRP.JO,89.59677,88.95751,5.0,5.005777
REM.JO,89.606834,89.30573,5.0,5.01232
RLO.JO,-75.94463,-83.779015,5.0,5.129762
SBK.JO,89.70744,89.50526,5.0,5.0339184
SHP.JO,89.62771,89.14403,5.0,5.0174255
SLM.JO,89.25172,88.708694,5.0,5.0232387
SOL.JO,89.17735,-83.12914,5.0,5.043533
VOD.JO,87.68904,-62.67356,5.0,5.1833916
ABG.JO,89.76137,89.64622,5.0,5.014732
AGL.JO,89.8304,89.74909,5.0,5.054029
AMS.JO,89.932915,89.832016,5.0,5.049366
APN.JO,89.785805,89.686775,5.0,5.0066404
BTI.JO,86.96529,-89.6315,5.0,5.0335674
BVT.JO,89.63382,89.29631,5.0,4.997302
CLS.JO,89.540985,89.39315,5.0,4.9984655
CPI.JO,89.835144,89.50113,5.0,4.9651823
DSY.JO,89.73144,89.665886,5.0,5.044592
EXX.JO,89.765,89.727325,5.0,5.301917
FSR.JO,89.43635,89.28494,5.0,5.014388
GFI.JO,-89.69036,-89.74772,5.0,5.2623205
GLN.JO,88.93314,88.50316,5.0,5.1733947
GRT.JO,87.143166,84.92388,5.0,5.1166987
HAR.JO,-84.50593,-88.87716,5.0,5.249511
IMP.JO,89.41927,88.89104,5.0,5.052209
INL.JO,89.67246,89.404884,5.0,5.062772
INP.JO,89.69421,89.44168,5.0,5.094947
KIO.JO,-82.58253,-89.437386,5.0,5.0449615
MNP.JO,89.89571,89.85781,5.0,5.021434
MRP.JO,89.798325,89.70125,5.0,4.9935493
MTN.JO,89.63656,89.509315,5.0,5.0176516
NED.JO,89.676926,89.553665,5.0,4.987073
NPN.JO,89.96582,89.94674,5.0,5.0682693
NRP.JO,89.59677,89.31287,5.0,5.0375757
REM.JO,89.606834,89.523895,5.0,5.0058856
RLO.JO,-75.94463,-86.43132,5.0,5.2452717
SBK.JO,89.70744,89.65981,5.0,5.049846
SHP.JO,89.62771,89.48726,5.0,4.9869285
SLM.JO,89.25172,89.20762,5.0,5.170039
