,ABG.JO,AGL.JO,AMS.JO,APN.JO,BTI.JO,BVT.JO,CLS.JO,CPI.JO,DSY.JO,EXX.JO,FSR.JO,GFI.JO,GLN.JO,GRT.JO,HAR.JO,IMP.JO,INL.JO,INP.JO,KIO.JO,MNP.JO,MRP.JO,MTN.JO,NED.JO,NPN.JO,NRP.JO,REM.JO,RLO.JO,SBK.JO,SHP.JO,SLM.JO,SOL.JO,VOD.JO
ABG.JO,0.000521258,6.979211e-05,0.022537071,6.7070236e-05,0.0013819492,6.7070236e-05,6.7070236e-05,6.7070236e-05,0.3862132,0.0025183999,0.04604892,6.7070236e-05,6.7070236e-05,0.003015865,0.023253173,6.7070236e-05,0.00033167904,0.004970439,0.07243601,6.7070236e-05,6.7070236e-05,6.7070236e-05,0.0005359845,6.7070236e-05,6.7070236e-05,6.7070236e-05,0.00038047196,6.7070236e-05,0.40523228,0.004140877,6.7070236e-05,0.025406571
AGL.JO,0.016907219,0.0001951321,0.014072309,0.06406705,0.0001951321,0.00027237702,0.0001951321,0.0017733828,0.05942652,0.001519226,0.0001951321,0.0002577921,0.0001951321,0.0001951321,0.0052424967,0.0001951321,0.0051550483,0.0039803623,0.003150061,0.0001951321,0.0001951321,0.0003070516,0.00053550577,0.0001951321,0.0001951321,0.00033669005,0.0015988911,0.0001951321,0.81794745,0.0007186643,0.0001951321,0.0001951321
AMS.JO,0.006513857,6.75212e-06,0.00049743213,0.00023214643,0.00017080127,6.75212e-06,6.75212e-06,1.561891e-05,2.8631219e-05,6.75212e-06,0.9724821,6.75212e-06,0.0029971441,6.75212e-06,0.012243734,6.75212e-06,6.75212e-06,6.75212e-06,6.75212e-06,6.75212e-06,3.902429e-05,6.75212e-06,1.3951572e-05,0.00013510746,6.75212e-06,6.496383e-05,2.0265703e-05,6.75212e-06,0.0002434148,1.4580754e-05,6.75212e-06,0.004185941
APN.JO,0.008484807,0.03125824,0.008484807,0.008484807,0.023992615,0.008484807,0.011924821,0.008484807,0.008484807,0.008484807,0.32289198,0.016325293,0.013038014,0.19155678,0.009556784,0.008484807,0.008484807,0.02096712,0.012169775,0.008484807,0.012500416,0.0240182,0.008484807,0.05039307,0.008484807,0.03462984,0.008484807,0.008484807,0.008484807,0.008484807,0.008484807,0.08053529
BTI.JO,0.03154349,0.052384168,0.0077499202,0.0064479574,0.10616453,0.0064479574,0.0064479574,0.0064479574,0.017249055,0.015922397,0.033365656,0.0064479574,0.0064479574,0.0064479574,0.018468255,0.047021475,0.01152469,0.039482012,0.054123707,0.07634494,0.0064479574,0.0064479574,0.0064479574,0.0064479574,0.0064479574,0.0064479574,0.23651308,0.0064479574,0.06627416,0.02301568,0.0064479574,0.066133395
BVT.JO,0.0030062248,0.0035740186,0.0030062248,0.003548907,0.0030062248,0.0030062248,0.0030062248,0.0030062248,0.04129581,0.026171308,0.008417275,0.0030062248,0.008055627,0.015086745,0.009139558,0.0030062248,0.0030062248,0.0030062248,0.014232792,0.0030062248,0.0030062248,0.0030062248,0.0030062248,0.0030062248,0.0030062248,0.05543925,0.046445318,0.7084688,0.0030062248,0.0030062248,0.0030062248,0.0030062248
CLS.JO,0.009703389,0.0052703107,0.021888845,0.028500147,0.028665187,0.010776555,0.0052703107,0.011152004,0.0052703107,0.011633533,0.0075041107,0.0052703107,0.0052703107,0.007301425,0.032638334,0.0610392,0.08432747,0.008338604,0.14657998,0.0052703107,0.0052703107,0.027961222,0.008543652,0.0052703107,0.0052703107,0.0052703107,0.044573247,0.0052703107,0.3072353,0.043497197,0.0058938195,0.034273297
CPI.JO,0.0025205016,0.14694668,0.0025205016,0.0025205016,0.007416784,0.0025205016,0.0025205016,0.0025205016,0.0025205016,0.0025205016,0.0025205016,0.016541937,0.0025205016,0.1615485,0.0025205016,0.022094985,0.0025205016,0.01541955,0.033756103,0.05087325,0.0051030843,0.0025205016,0.0025205016,0.0025205016,0.006892078,0.008796206,0.30886164,0.1603768,0.0025205016,0.0025205016,0.010003271,0.0025205016
DSY.JO,0.0008704632,0.005086804,0.0008704632,0.0008704632,0.008027418,0.0008704632,0.0008704632,0.0008704632,0.005713106,0.0013296341,0.2600682,0.0008704632,0.30992264,0.19087099,0.0008704632,0.0008704632,0.0008704632,0.001143393,0.022240562,0.0017293838,0.0008704632,0.0008704632,0.0030945318,0.017196344,0.0008704632,0.022279974,0.0031859207,0.08031708,0.0008704632,0.0008704632,0.03209646,0.02264064
EXX.JO,0.004706648,0.00041075744,0.023096506,0.00041075744,0.0008930417,0.00041075744,0.00041075744,0.00041075744,0.59722215,0.0029767603,0.004022355,0.00041075744,0.0015484713,0.0014617682,0.0033653355,0.00074263,0.00612355,0.009358038,0.02398093,0.00041075744,0.00041075744,0.00041075744,0.0065530804,0.00041075744,0.00041075744,0.00071766507,0.0014427629,0.00049893826,0.29914266,0.002169578,0.0029778534,0.002480877
