,ABG.JO,AGL.JO,AMS.JO,APN.JO,BTI.JO,BVT.JO,CLS.JO,CPI.JO,DSY.JO,EXX.JO,FSR.JO,GFI.JO,GLN.JO,GRT.JO,HAR.JO,IMP.JO,INL.JO,INP.JO,KIO.JO,MNP.JO,MRP.JO,MTN.JO,NED.JO,NPN.JO,NRP.JO,REM.JO,RLO.JO,SBK.JO,SHP.JO,SLM.JO,SOL.JO,VOD.JO
MTN.JO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18209493,0.0,0.0,0.0,0.0,0.0,0.0,0.20727797,0.0,0.0,0.0,0.22424385,0.0,0.0,0.0
NED.JO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.102516666,0.7484331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NPN.JO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.597918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NRP.JO,0.31175464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48984236,0.0
REM.JO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3076782,0.0,0.0,0.14191046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19645973,0.0,0.0,0.0,0.22894835,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RLO.JO,0.0,0.0,0.108904906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12900245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24496724,0.0,0.0,0.0,0.22702122,0.0,0.0,0.0
SBK.JO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33890468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10754662,0.0,0.0,0.0,0.0
SHP.JO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.78962386,0.0,0.0
SLM.JO,0.0,0.0,0.0,0.0,0.11848407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31643277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11245536,0.0,0.0,0.0,0.0
SOL.JO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4036637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4532196,0.0
VOD.JO,0.0,0.0,0.0,0.0,0.0,0.0,0.1765112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16649275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18407492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
