StockID,Actual_Price,Predicted_Price
INL.JO,7867.320815802552,7652.806152506731
GRT.JO,2020.87269600618,1996.368797644875
AMS.JO,33970.653249600844,34211.56916333118
SBK.JO,14934.748171950052,14680.510640299008
VOD.JO,12578.674745004857,12758.350171723636
SBK.JO,11737.764749496886,11639.947155497415
AMS.JO,133738.84695215127,129466.33148404815
MTN.JO,19745.87536536476,18872.9324537325
ANH.JO,106316.12611559592,108321.21503410302
GFI.JO,3508.02027259429,3497.6619153314696
BVT.JO,8782.69038031454,8697.234185408968
KIO.JO,47784.207558160655,46748.448420338806
INL.JO,5544.75230893679,5602.131079096696
PRX.JO,62948.91714317201,62708.17602224998
MNP.JO,32055.042591142468,31931.345771415217
BTI.JO,69206.11675420229,67649.83780624287
AGL.JO,76846.50870259234,74660.91419206891
GLN.JO,4625.6192027817015,4650.039205208886
INP.JO,7884.426596299338,7829.521536952583
AMS.JO,40053.97341027536,40492.39492260612
SSW.JO,4063.652637061302,4108.870696387533
AMS.JO,123169.15189775008,121322.43643151874
VOD.JO,12273.767664904473,12265.067389714997
HAR.JO,7165.623899586419,7097.584556494214
SHP.JO,16776.423576878384,16792.64483108549
MTN.JO,12827.623086562917,12577.063520869231
NED.JO,23453.5474348118,23561.825872649904
APN.JO,24773.15422054613,24875.95492939942
SBK.JO,17170.7734601798,16371.331128792839
IMP.JO,7832.439813738762,6522.785784250988
RLO.JO,6612.639524665152,6449.308853804629
GLN.JO,5275.398100370425,5261.0822108171415
EXX.JO,6832.261682749304,6518.8408465718385
CPI.JO,200431.50590467828,197526.56200404748
MNP.JO,39240.30000772118,38393.98194366624
SBK.JO,12854.091771359324,13044.567297832635
SBK.JO,21649.94548862998,21573.95874809753
REM.JO,15766.021543513518,15229.65800765634
NPN.JO,211933.90824350948,208239.82210307475
APN.JO,23549.65397624299,23218.20897296269
DSY.JO,12209.717579565959,12336.750399471684
REM.JO,15238.7838424691,14794.268241209793
ABG.JO,14533.719021940138,14243.576260951348
VOD.JO,12718.696353371837,12255.503753884113
OMU.JO,1414.3525500509604,1398.7176267064242
PPH.JO,2311.564003040912,2220.673983308181
ABG.JO,17536.120854877867,17614.943634659983
INL.JO,12320.505295449635,12238.094194452278
SSW.JO,2489.999974981459,2545.400144260378
ABG.JO,16880.075914653018,17484.5088354256
DSY.JO,11676.456051308023,11500.762599201016
PPH.JO,1735.4622987232888,1721.7520137834708
BTI.JO,64804.42595020495,64072.3430680203
PRX.JO,33328.9648797007,32383.082049545574
KIO.JO,26352.253867056574,26336.53358902282
MNP.JO,27385.710627893044,27221.580395066412
GRT.JO,1173.5749485410042,1176.013855251836
IMP.JO,10775.00017798104,10326.088345080003
AMS.JO,200540.0161916562,198672.6705874563
REM.JO,8955.232463795815,8962.442408319272
SBK.JO,20111.839875220787,19628.149160430068
NRP.JO,10323.592949442767,10097.67046155664
GLN.JO,10479.839872615179,10545.622526680585
SOL.JO,43486.61043655756,44222.037118714885
PPH.JO,1344.7463391071778,1362.558825832315
ABG.JO,15115.819048942532,14851.207140345126
MNP.JO,30796.699103269086,31155.993906212563
GLN.JO,5094.070637594443,4925.711585756391
GLN.JO,1818.7926048446461,1876.2881006971947
ABG.JO,9122.81924938166,8641.839329929324
SBK.JO,10484.894483111973,10003.241754083647
KIO.JO,33472.942843763514,32570.74754250469
ABG.JO,17406.75601729192,17346.005026052706
EXX.JO,12256.645316853683,12244.428915514145
SBK.JO,11859.302713168641,13106.640077642342
SLM.JO,5334.648416835233,5301.7730780510465
HAR.JO,2682.467494767395,2652.2990341593204
IMP.JO,2245.0222246019675,2186.1126699641413
INP.JO,6186.606374132971,6024.770806452667
VOD.JO,12324.659274604754,12277.075205419329
RLO.JO,5883.299286694979,5824.756841891096
HAR.JO,4996.801233843746,5127.873840752292
INP.JO,12470.455953856579,12452.303906193118
CLS.JO,15521.500160333526,15367.431110814126
NED.JO,17947.115340134915,17830.983362652478
CFR.JO,221557.51546898147,228772.98610031104
CLS.JO,29906.542237424408,29435.163373715943
NRP.JO,11035.285290915575,10909.912704922403
GFI.JO,8602.701023093534,8159.052438796221
BTI.JO,84651.39797971467,83423.61827980634
HAR.JO,3306.5609567356587,3176.794450923473
PRX.JO,52827.90269604192,52735.24168608193
KIO.JO,51286.17163944536,53331.048550379586
RLO.JO,7397.675919404603,7539.456525067828
MNP.JO,29150.999839859025,29026.452890276036
BTI.JO,87836.9535500526,87549.5507040862
SBK.JO,14711.975589011157,14152.118825700369
BID.JO,25802.517723329365,25289.516930987127
APN.JO,10893.113157488173,10664.765900143888
GRT.JO,1255.1284250340473,1267.3339220325665
AGL.JO,21080.324519515456,20855.995122224394
GRT.JO,1379.6324598209308,1387.1149232235007
EXX.JO,18246.11547136417,18385.148446543895
DSY.JO,17600.9766523758,17294.36241379223
SBK.JO,15450.139521602136,15238.59933359473
AMS.JO,121622.42540337586,121539.95604291091
AGL.JO,52412.499002031866,53179.08005445771
EXX.JO,10340.856469443388,10566.981717299932
AMS.JO,57710.766234293,57382.54885670787
SOL.JO,41233.01502951112,39768.431126373005
GFI.JO,11091.176853771773,10936.081709636608
ABG.JO,14459.669327441603,14098.22503778059
ANH.JO,141491.49732157728,138682.5219367668
GRT.JO,2574.3142356061658,2562.2759938149543
BTI.JO,64055.882490678574,63591.531676010345
APN.JO,15288.928940229816,13866.537053382315
GRT.JO,1359.639392005693,1335.4780575940154
OMU.JO,1109.095223318478,1071.1527214839953
NPN.JO,112916.99955472257,111086.098019797
PRX.JO,39565.87458402797,36216.14365831837
SBK.JO,17449.851294607855,17800.642150582047
FSR.JO,5339.374614219676,5335.5269757168135
VOD.JO,15692.317332002334,15824.802548147272
BID.JO,23090.089669563808,22958.92761005182
HAR.JO,4874.436884139779,5010.186157879254
SHP.JO,23487.85501280619,23857.702521822648
GFI.JO,24835.322862996225,24145.35559054368
CLS.JO,8602.100669029373,8506.883295529231
RLO.JO,5832.8134165659285,5909.307641617022
EXX.JO,21672.277614059272,21077.769365792916
NPN.JO,208400.55468391022,206096.97806887608
GRT.JO,1404.7288856242053,1383.0679155127077
GRT.JO,1081.047729039937,1292.715397389206
EXX.JO,19508.27903259167,19227.295980884515
SLM.JO,6620.020503777312,6577.6525189458625
GFI.JO,5256.32964849332,5361.557501525982
IMP.JO,3405.930928608992,3566.131854261316
BVT.JO,19051.196800981797,19058.168958363593
NED.JO,17300.63263579966,17844.323144451468
IMP.JO,7359.403120540942,7196.8233614911705
IMP.JO,17259.13683882091,16535.8738219582
IMP.JO,2727.7365257181655,2686.4373059977997
FSR.JO,5357.513171144645,5272.122802180122
SLM.JO,6477.750959804165,6317.306286124163
CLS.JO,15779.109463725239,15444.836634350591
SHP.JO,18319.86891805599,17769.467816369288
APN.JO,30865.549057728844,31243.760524431244
GRT.JO,2932.7006767591233,2866.1958610423176
AMS.JO,115615.36947304707,108739.10535110858
BTI.JO,61816.277512263274,61945.26025220251
MRP.JO,24111.515155558187,23613.18134839868
SHP.JO,11562.45610726041,11635.336007708405
APN.JO,21764.631005280302,22217.94109745056
ANH.JO,97646.86883143638,94514.25251723989
RLO.JO,6346.77505768722,6234.279565610137
CLS.JO,6465.479952572408,6418.3186467002015
NPN.JO,106947.40676445758,106750.34267621988
CPI.JO,55605.844716119405,55333.49646146933
SBK.JO,11087.165003674629,10591.838133058307
GLN.JO,8739.765949899564,8509.225866544526
SHP.JO,20014.734826838423,19916.063116595265
AGL.JO,47172.80956369091,46468.364724126994
EXX.JO,14978.95447792587,14342.894166591284
HAR.JO,6964.063628709457,6735.01309189359
SOL.JO,39235.315845867386,38440.07561561593
AGL.JO,48997.82910265803,48896.9342711675
FSR.JO,5510.2710175218235,5409.854196107655
CPI.JO,47809.62059905179,47815.88711238961
AMS.JO,48938.50760156405,48233.583612150396
AMS.JO,47619.03439941723,46705.92408949492
KIO.JO,16651.030918126402,15675.574790252722
CPI.JO,108692.89073047158,106718.55432880111
MRP.JO,22753.121034110958,22780.808433655187
GRT.JO,1449.688124710416,1430.7210772556614
INL.JO,6594.940317892062,6626.272219585953
APN.JO,16947.72802814166,16571.892858101055
DSY.JO,12796.559472338531,12290.212582099093
OMU.JO,1801.7551605527042,1768.2822367220797
KIO.JO,44280.4379274443,43723.23132642324
ABG.JO,16242.960606426466,16502.338562501594
BTI.JO,54582.21072939603,54706.50201052957
AMS.JO,99349.59167400932,98379.3097011647
ABG.JO,19514.914401782677,19544.26849293057
REM.JO,17105.661921880266,17075.99055758107
SOL.JO,40698.81101800379,40812.8574420166
SOL.JO,35933.80944333854,37041.500658415025
ABG.JO,16340.70024000248,16431.76879900135
NED.JO,21178.51410256885,21110.579989086196
AMS.JO,29583.933403764207,30263.659336056993
SSW.JO,6698.701490483464,6593.850204571382
SOL.JO,56521.41272923682,55949.491965170135
FSR.JO,6387.896426221327,6366.550191554998
CPI.JO,136813.80000977058,138248.60308732794
INL.JO,5865.309085566085,5786.369203724316
INP.JO,5051.382393488719,5004.665783414908
HAR.JO,5089.707641936058,4924.2199585600265
AMS.JO,73613.88946336914,73022.58846353994
REM.JO,15788.08001424279,15973.38590803044
AMS.JO,171620.52643740873,176249.12203590103
PPH.JO,2067.000032776632,2015.9135760619101
ABG.JO,12701.548981424188,12536.2492774243
DSY.JO,13829.28160045395,13869.099591932727
INL.JO,11026.088891790714,10811.520148098702
HAR.JO,19950.131886254418,19768.43700060013
KIO.JO,45931.508997753735,45227.81878587348
MNP.JO,34318.76201801677,33299.32842534431
BVT.JO,16258.97511237397,16295.050382591435
SOL.JO,8860.999879255462,8989.75481839558
SSW.JO,4682.9597988823725,4739.342477828394
NED.JO,29996.568540034234,29691.005829873844
SOL.JO,31127.74530502534,29299.49747356493
CPI.JO,150532.23463943604,150354.4679700162
NPN.JO,249663.29910964053,248879.1233239593
MNP.JO,31898.84773955529,31853.739030208963
GLN.JO,10749.835711220745,10882.938265126431
REM.JO,15356.097377302358,15175.937609653105
BID.JO,27352.73475474678,27473.820259459317
APN.JO,38761.09400390369,37984.9541089926
OMU.JO,1160.284301947093,1137.910622217838
GRT.JO,1530.0474822937945,1513.2095767612304
BID.JO,22482.66807012912,22174.500177143607
MNP.JO,34710.019028594485,33771.07108295243
AMS.JO,64066.530732064384,65861.49168344155
BTI.JO,91833.00152888778,91516.61459787749
AGL.JO,33855.98115614959,33002.32779034629
ABG.JO,14823.342987830285,14127.931807369925
GRT.JO,2794.780273191697,2724.969557329358
SOL.JO,39937.26219813869,39950.093670658884
FSR.JO,6308.370237370051,6424.653850036091
HAR.JO,5872.892329016333,5860.118935262573
INP.JO,8360.026365038239,8227.434351863338
SHP.JO,14092.51555217373,14232.600280986457
CPI.JO,179079.7901742808,175231.69403125488
MTN.JO,11963.343027722707,11835.559966879015
AGL.JO,18147.30686248107,17930.1491988341
NRP.JO,12541.50500868703,12444.798213889093
OMU.JO,1680.7286443813864,1633.8883579196263
AGL.JO,53375.10020532436,53453.086296839174
KIO.JO,12120.564281196726,11201.271860724912
BTI.JO,51799.382415790635,51017.98822202871
AMS.JO,47504.504590581404,46806.314099762065
GRT.JO,1213.733771716083,1248.0714617963754
INP.JO,5879.653831541626,5793.276023138547
SBK.JO,19797.103913325118,19147.554581671488
CPI.JO,59895.69782837388,57204.295768352924
BTI.JO,84928.10986848548,83602.9297853806
CPI.JO,57045.66647216794,54984.95412223996
AGL.JO,33383.13729611272,32431.21120966697
PPH.JO,1499.717151316654,1454.1432580993405
NED.JO,22871.119718754577,22701.036967482185
CPI.JO,184094.78179192173,181031.08361634196
HAR.JO,2556.3635713980575,2464.8420429208654
EXX.JO,10699.059551182,10668.555136333525
SBK.JO,12999.673749262585,12759.629101870583
PPH.JO,1779.4486336482842,1789.0746479814115
BID.JO,29682.765896229073,30016.724056251347
GLN.JO,9063.93240558356,9122.560574169504
CPI.JO,262850.05618151795,250206.25145395732
OMU.JO,832.6746830945017,837.6642063810859
NPN.JO,179036.65605755267,178097.00101976492
REM.JO,14424.287849722255,14540.11111971538
KIO.JO,13763.863002575104,14060.431812564173
NED.JO,22048.767931013106,21467.99142095499
ANH.JO,116210.21188040404,117603.91555182426
BID.JO,44221.79655303062,43713.91796724499
BVT.JO,28520.586550633427,27935.68827520515
MNP.JO,42500.699305858696,41805.415128072025
GLN.JO,11164.917109159287,11069.986087608617
SLM.JO,7799.017712146742,7725.674302890897
SOL.JO,13479.999941795119,13029.618033711362
AMS.JO,72361.70371228537,71958.63718117015
GRT.JO,2378.7402463788026,2391.4610632506233
AMS.JO,71927.68100462957,66699.38535864522
VOD.JO,10790.26170318827,10779.121799551358
ANH.JO,102215.42265222548,100842.57811302925
CLS.JO,39355.78141032066,39525.011574030854
REM.JO,17090.222834827495,17012.3676579725
ANH.JO,107008.34425942064,105575.7235911549
NRP.JO,10520.13165191552,10222.509321452466
CPI.JO,101684.86276359926,98962.76279467507
MNP.JO,34183.64904938114,33032.10510994308
KIO.JO,11001.577215683516,10573.583720889175
IMP.JO,3680.2004571420102,3617.6655281589146
REM.JO,11280.641490032169,11272.589241159876
HAR.JO,5146.124885019864,5126.892202665133
EXX.JO,19929.445934126557,19316.691665971008
KIO.JO,9802.305385105981,10140.180893640369
PRX.JO,81019.23412516224,79909.30235015647
AGL.JO,34028.28075457597,33804.268268033105
MTN.JO,12974.481378702554,12711.666245243874
PPH.JO,1739.9999925922475,1687.524710808937
RLO.JO,6566.856366670487,6565.833725784178
AGL.JO,49989.88998180331,49491.27650257072
VOD.JO,13378.107466938323,13310.332246286795
GRT.JO,2801.197937702935,2776.625721052173
NRP.JO,12457.39638333945,12172.790548186835
SHP.JO,27622.127989063738,26899.98020339827
AMS.JO,31911.82252219313,31828.567007941714
SOL.JO,13908.999765511893,13514.379215390887
MTN.JO,9431.499699379308,9518.790708899933
GFI.JO,23562.801248617296,23999.14698484639
GFI.JO,13303.563866866694,13032.736114726256
MRP.JO,13076.627799033697,13031.637884665572
APN.JO,16912.000317820348,16901.124710086966
INP.JO,4585.171766518906,4394.684319998763
ABG.JO,15342.418355090544,15051.501234915107
INL.JO,5657.17431842105,5695.826425899519
GRT.JO,1409.5163626955969,1393.532952423117
INP.JO,10455.118023251473,10947.948559732058
PRX.JO,74484.10859743971,73664.82073593675
PRX.JO,63038.00757230982,63456.6393991462
IMP.JO,8455.484324390356,8357.292346983962
CPI.JO,85965.06507455208,85835.10278235562
MRP.JO,14263.506891737532,14434.761419241564
BHG.JO,58840.00054407865,58612.57494080812
VOD.JO,12991.331130648847,12869.069827629603
SOL.JO,44049.902822277334,43716.7326199197
MNP.JO,29658.198847477965,29574.566800470173
RLO.JO,7476.152681778331,7532.003358461749
CLS.JO,12163.832895649772,11916.486480281164
AGL.JO,25559.147066695117,24846.568908134705
GLN.JO,6742.333495357772,6668.695271584671
SSW.JO,2389.9999675095128,2370.6020413475703
NED.JO,25187.928136106726,24716.546512387402
NPN.JO,231621.61714483192,229752.54061788134
MRP.JO,17825.24215725425,17510.24552147629
REM.JO,15063.479659548611,15118.841262197471
MNP.JO,39496.49253297853,39375.7924836867
AMS.JO,31907.83873358683,31819.096597211723
NPN.JO,281014.5062898011,275159.0368449744
REM.JO,11874.309712794813,11775.992625688348
NRP.JO,11754.086845392098,11182.012504685057
IMP.JO,10362.407389841646,10532.927880195566
AMS.JO,41073.90556539688,41593.227787148906
RLO.JO,6763.801830327502,6710.915750865475
DSY.JO,13084.481790449763,13075.034145538057
ANH.JO,132353.985816265,127039.09611128177
NPN.JO,183256.58112548525,183240.15443244134
AMS.JO,140792.56243807683,141724.08520098403
GRT.JO,1382.7928493036875,1390.281603580776
VOD.JO,12523.975578974234,12521.123181060655
ABG.JO,16316.515358474571,15749.353052415885
VOD.JO,9948.47558632957,9975.863251478906
BVT.JO,16799.644841820555,16786.271067292546
SSW.JO,4299.457937389815,4290.9381787473785
KIO.JO,64566.54078677495,63073.24898503326
MNP.JO,38017.0358702864,37570.023047144525
MNP.JO,35871.000496126246,35662.197903790744
MRP.JO,11703.082970516218,11681.49934569167
SOL.JO,43228.39973398455,41047.060515051824
APN.JO,27269.64288735902,26675.636230338365
CLS.JO,28143.803599902894,28540.868053675862
NED.JO,25402.589182672848,25300.27414427855
GFI.JO,5119.355550819255,5369.366959009971
SHP.JO,21149.08547411795,21088.56073541427
NED.JO,24323.50401773167,23167.99404179305
ANH.JO,152491.92052530267,151320.96488892942
ANH.JO,103346.67934282124,104826.25131838745
PPH.JO,2118.074471275115,2045.3103252741712
SHP.JO,21343.0642705395,21023.30742021883
CLS.JO,10261.477549017174,10397.51651399833
DSY.JO,14970.974366302225,14689.373772691006
OMU.JO,1791.5275603040209,1774.6624659348308
MRP.JO,26676.82671018411,26666.415662812306
MTN.JO,16288.284761231056,16570.660535620467
SLM.JO,5976.703087704023,5782.0383502137265
FSR.JO,6549.782605564862,6431.215823597391
HAR.JO,7942.91518355126,7701.447612354452
GFI.JO,16466.92422606374,16472.78780693651
GRT.JO,2587.0932810556556,2554.3659028986153
CLS.JO,19992.291438825137,19672.52111123863
MTN.JO,6529.683642320854,6253.733734350232
CFR.JO,277496.87165538035,281389.0360638313
BTI.JO,85909.62521489477,85647.13663774123
MRP.JO,15482.9354173764,15538.893671724509
AMS.JO,109885.64665940822,110929.36636549652
RLO.JO,7348.2017645113665,7359.510437096324
AMS.JO,144948.04703134438,144214.82516214717
SSW.JO,5139.493271979488,5003.29774511115
BVT.JO,19246.726389320193,19170.72664858244
SBK.JO,17675.060431477847,17578.490151316626
EXX.JO,12819.113680591254,12616.301128368359
SOL.JO,12397.494889049936,12054.87605692743
NRP.JO,13183.704537120588,12867.329668102115
AGL.JO,59895.86444267852,58205.54065418069
KIO.JO,37510.204046985375,37321.82408083778
OMU.JO,1176.7403681693613,1160.6445397559146
IMP.JO,16712.498314735974,16160.574876250555
MTN.JO,12696.00597327997,12498.813436715353
INP.JO,13432.182311225331,13094.321706528657
MRP.JO,20842.789489788356,20807.014736432935
SBK.JO,16778.683269411093,16624.062982022995
ABG.JO,18401.57245317055,18261.40151406359
FSR.JO,7620.726122990716,6980.301613936317
GFI.JO,23495.574066314002,23787.581476951775
GFI.JO,9599.707902006616,9317.689610477297
FSR.JO,5009.562540997504,4966.062586172819
SLM.JO,6798.385710509727,6806.243879158632
PRX.JO,59272.64405645111,59309.89620608063
INL.JO,5266.969149195764,5111.404503649217
ABG.JO,14092.442474349402,14190.240035785362
NRP.JO,10385.590796265837,10258.523036626078
NED.JO,19743.037242797087,19576.928194850712
INP.JO,7789.542091608979,7710.325695874635
EXX.JO,17487.85372657701,16967.062990988485
GLN.JO,9929.60933466861,9861.49214919284
DSY.JO,11373.574307745048,11298.626812800112
SLM.JO,7322.665113288211,7239.166745339986
NED.JO,21498.44273158969,21307.584082612768
CPI.JO,203431.4805329724,203879.13884321277
AGL.JO,55970.03921268118,55563.52954760904
DSY.JO,12568.620905066318,12132.843179649835
SLM.JO,6769.645948842168,6690.458108520601
MNP.JO,34798.499407129595,34504.95801072731
IMP.JO,4488.04928449877,4644.055378447622
KIO.JO,2517.4777833338176,2849.9070765753568
NRP.JO,10693.06821392654,10581.42220696181
