Date,StockID,Horizon_Step,Actual_Price,Predicted_Price
2022-10-20,ABG.JO,1,19022.75940419688,10315.318867770467
2022-10-20,AGL.JO,1,52860.04938796617,24757.96850398117
2022-10-20,AMS.JO,1,140627.8488029376,109336.48452579822
2022-10-20,APN.JO,1,14644.406772632425,14907.442574918128
2022-10-20,BTI.JO,1,68003.41092680497,68146.1622500443
2022-10-20,BVT.JO,1,20564.359479873398,10833.2925597184
2022-10-20,CLS.JO,1,29171.205612557864,18440.15316361209
2022-10-20,CPI.JO,1,182553.36696287052,68618.12360462452
2022-10-20,DSY.JO,1,11366.277560152803,11888.069218501134
2022-10-20,EXX.JO,1,20455.952407593406,10468.498918014662
2022-10-20,FSR.JO,1,6210.088222838923,5114.467278716178
2022-10-20,GFI.JO,1,13948.37266300615,8327.472532812444
2022-10-20,GLN.JO,1,9897.516188134927,3680.3425740736275
2022-10-20,GRT.JO,1,1331.9476836502533,1967.6937484644875
2022-10-20,HAR.JO,1,4738.479967309951,5272.658007623732
2022-10-20,IMP.JO,1,17150.6730743791,9708.893274088363
2022-10-20,INL.JO,1,8345.3936947058,4517.674540292136
2022-10-20,INP.JO,1,8457.397107899671,3282.068563196018
2022-10-20,KIO.JO,1,37733.56006957875,26943.087355622196
2022-10-20,MNP.JO,1,32786.23378168598,29609.77461367232
2022-10-20,MRP.JO,1,17854.813667433085,17829.34490263116
2022-10-20,MTN.JO,1,12356.411332313364,12639.437909920645
2022-10-20,NED.JO,1,20755.69523753359,17479.995695463556
2022-10-20,NPN.JO,1,210833.0233957244,212033.94148104463
2022-10-20,NRP.JO,1,8695.770024086642,9660.689656816901
2022-10-20,REM.JO,1,13612.919936467822,9723.734844890703
2022-10-20,RLO.JO,1,4576.6213742828595,4824.290260708426
2022-10-20,SBK.JO,1,16348.792012807555,14297.66229303597
2022-10-20,SHP.JO,1,22483.60069271791,13640.511818247838
2022-10-20,SLM.JO,1,5147.976031534844,6378.954529348825
2022-10-20,SOL.JO,1,29372.5020129669,26973.029363196387
2022-10-20,VOD.JO,1,12324.798418888517,12472.15910302611
2022-10-21,ABG.JO,1,18970.366300396057,10315.338209087035
2022-10-21,AGL.JO,1,53914.07804090955,24759.298938522476
2022-10-21,AMS.JO,1,139898.32936425277,109354.20303882325
2022-10-21,APN.JO,1,14655.403035493619,14919.284918524585
2022-10-21,BTI.JO,1,67156.06768697084,68154.80065353296
2022-10-21,BVT.JO,1,20562.358354671345,10835.255328194238
2022-10-21,CLS.JO,1,29214.180114176906,18440.33031982022
2022-10-21,CPI.JO,1,181125.23060549155,68625.47961840598
2022-10-21,DSY.JO,1,11244.643393460117,11889.230549350688
2022-10-21,EXX.JO,1,21388.006138557812,10467.893875997723
2022-10-21,FSR.JO,1,6154.171583469699,5114.89944026566
2022-10-21,GFI.JO,1,14292.752611284248,8326.459690831432
2022-10-21,GLN.JO,1,10066.512757509216,3680.645092717602
2022-10-21,GRT.JO,1,1310.0146434023768,1968.0704746015629
2022-10-21,HAR.JO,1,4795.795489377669,5274.35814712578
2022-10-21,IMP.JO,1,17349.593105679065,9709.749370134534
2022-10-21,INL.JO,1,8376.679787527606,4517.804014764832
2022-10-21,INP.JO,1,8524.982106936719,3281.8156969029937
2022-10-21,KIO.JO,1,38581.511763374794,26950.473714876553
2022-10-21,MNP.JO,1,32727.567513116115,29612.861522482486
2022-10-21,MRP.JO,1,17304.383660889074,17830.951919448908
2022-10-21,MTN.JO,1,12154.60553612635,12643.816189929277
2022-10-21,NED.JO,1,20538.79810576356,17483.53502340755
2022-10-21,NPN.JO,1,208556.48790894257,212066.10301346806
2022-10-21,NRP.JO,1,8647.772980111791,9663.278778658389
2022-10-21,REM.JO,1,13455.329933386365,9724.752526821689
2022-10-21,RLO.JO,1,4541.672262901099,4825.272648462898
2022-10-21,SBK.JO,1,16456.600118926068,14299.738080402472
2022-10-21,SHP.JO,1,22185.46185718915,13640.318927697708
2022-10-21,SLM.JO,1,5093.072082210788,6379.8729167116635
2022-10-21,SOL.JO,1,28899.554132908106,26981.227089524044
2022-10-21,VOD.JO,1,12117.801223760802,12473.35780053816
2022-10-24,ABG.JO,1,19149.002700213103,10314.571283838795
2022-10-24,AGL.JO,1,54637.18543892046,24761.890581742777
2022-10-24,AMS.JO,1,141553.04602981143,109378.80927108054
2022-10-24,APN.JO,1,14841.998396481675,14932.815522063454
2022-10-24,BTI.JO,1,69701.4679757171,68166.04942076857
2022-10-24,BVT.JO,1,20701.2381971443,10836.509593141529
2022-10-24,CLS.JO,1,29847.45193869826,18441.148062607033
2022-10-24,CPI.JO,1,181081.60611069482,68632.12638533708
2022-10-24,DSY.JO,1,11267.303517067865,11890.32432033136
2022-10-24,EXX.JO,1,21925.496065601674,10467.400955699775
2022-10-24,FSR.JO,1,6190.783833223372,5115.305057263686
2022-10-24,GFI.JO,1,14520.56183190441,8325.589066086279
2022-10-24,GLN.JO,1,10305.84298063742,3681.0169653698485
2022-10-24,GRT.JO,1,1313.3378459124494,1968.5763880652862
2022-10-24,HAR.JO,1,4883.100755252139,5276.425891811319
2022-10-24,IMP.JO,1,17657.467109539328,9710.82690227923
2022-10-24,INL.JO,1,8607.321456578438,4517.965890127503
2022-10-24,INP.JO,1,8775.011920489951,3281.52322361299
2022-10-24,KIO.JO,1,38460.799394606685,26959.002082775558
2022-10-24,MNP.JO,1,33792.36603811026,29615.94093070429
2022-10-24,MRP.JO,1,17428.92189208408,17832.132107250567
2022-10-24,MTN.JO,1,11617.457769140954,12648.81993851057
